split,example_type,pair_id,label,title_similarity,left_id,right_id,left_title,right_title,left_brand,right_brand,left_price,right_price,left_description,right_description,pair_text
valid,positive,81920536#53645120,1,100.0,81920536,53645120,SanDisk CFast 2.0 64GB Extreme Pro Memory Card | Read 525 MB/s | Write 430MB/s | 4K Video,SanDisk CFast 2.0 Extreme Pro 64GB,,,179.00,"€ 159,00","SanDisk CFast 2.0 64GB Extreme Pro Memory Card delivers the high performance that broadcast, cinema and photography professionals demand. The card boasts the speed, capacity and performance required to record cinema-quality 4K video. Delivers write speed of 430MB/s and data transfer speed of 525MB/s. With Video Performance Guarantee-130, this Sandisk Extreme CFast 2.0 Card allows you to capture uninterrupted 4K video. VPG-130 guarantees to keep up with the latest professional video cameras. Having been tested under extreme conditions - this memory card can operate in temperatures ranging from -4ºF to 158ºF (-20ºC to 70ºC).Comes with a RescuePRO Deluxe data recovery software download offer. This software makes it easy to recover files that have been accidentaly deleted.",SanDisk Extreme PRO CFast 2.0 Memory Card A New Level of Performance for Leading-Edge Cameras and Camcorders,"[LEFT] [TITLE] SanDisk CFast 2.0 64GB Extreme Pro Memory Card | Read 525 MB/s | Write 430MB/s | 4K Video [DESCRIPTION] SanDisk CFast 2.0 64GB Extreme Pro Memory Card delivers the high performance that broadcast, cinema and photography professionals demand. The card boasts the speed, capacity and performance required to record cinema-quality 4K video. Delivers write speed of 430MB/s and data transfer speed of 525MB/s. With Video Performance Guarantee-130, this Sandisk Extreme CFast 2.0 Card allows you to capture uninterrupted 4K video. VPG-130 guarantees to keep up with the latest professional video cameras. Having been tested under extreme conditions - this memory card can operate in temperatures ranging from -4ºF to 158ºF (-20ºC to 70ºC).Comes with a RescuePRO Deluxe data recovery software download offer. This software makes it easy to recover files that have been accidentaly deleted. [PRICE] 179.00 [PRICE_CURRENCY] GBP
[RIGHT] [TITLE] SanDisk CFast 2.0 Extreme Pro 64GB [DESCRIPTION] SanDisk Extreme PRO CFast 2.0 Memory Card A New Level of Performance for Leading-Edge Cameras and Camcorders [PRICE] € 159,00 [PRICE_CURRENCY] EUR"
valid,positive,89817886#57141050,1,100.0,89817886,57141050,Tissot Expert Solar Watch T0914204605101,Tissot T-Touch Expert Solar Men's Watch - T0914204605101,,Tissot,1150,960.00,,Tissot,"[LEFT] [TITLE] Tissot Expert Solar Watch T0914204605101 [PRICE] 1150 [PRICE_CURRENCY] USD
[RIGHT] [TITLE] Tissot T-Touch Expert Solar Men's Watch - T0914204605101 [BRAND] Tissot [DESCRIPTION] Tissot [PRICE] 960.00 [PRICE_CURRENCY] USD"
valid,positive,90187322#12853731,1,100.0,90187322,12853731,Gigabyte GeForce GTX 1650 4GB OC,Karta VGA Gigabyte GeForce GTX 1650 OC 4GB GDDR6 128bit DVI+HDMI+DP PCIe3.0,,,869,693.00,,,"[LEFT] [TITLE] Gigabyte GeForce GTX 1650 4GB OC [PRICE] 869 [PRICE_CURRENCY] PLN
[RIGHT] [TITLE] Karta VGA Gigabyte GeForce GTX 1650 OC 4GB GDDR6 128bit DVI+HDMI+DP PCIe3.0 [PRICE] 693.00 [PRICE_CURRENCY] PLN"
valid,negative,67505927#75290147,0,5.479452054794521,67505927,75290147,RAM-B-408-75-1-UN7U,SanDisk iXpand Flash-Laufwerk für iPhone und iPad 64GB,RAM Mounts,SanDisk,107.00,28.76,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176,"iXPAND FLASH DRIVEFree up space on your iPhoneEXTRA STORAGE FOR YOUR IPHONE AND IPAD1Designed to be the perfect companion for your iPhone, the iXpand Flash Drive offers an easy way to free up space on your iPhone, automatically backs up your camera roll, and even lets you watch popular-format videos straight from the drive4. The drive has both a flexible Lightning connector that works with most cases and a USB 3.0 connector to plug into your Mac computer or PC so you can easily move your stuff where you want it. The iXpand Flash Drive also includes encryption software that lets you password-protect files, so you can share your content while keeping sensitive files secure across your devices5. Take all the photos and videos you want—the iXpand Flash Drive delivers a fast and simple way to free up space on your iPhone so that you’re always ready to capture more memories. FREE UP SPACE FAST!Free up space on your iPhone or iPad quickly with the iXpand Flash Drive1. Simply plug in the Lightning connector and you can easily move photos, videos and other files off your device and onto the drive. From there, you can transfer the files onto a Mac computer or PC or store them on the drive. AUTOMATIC PHOTO BACKUPSet the iXpand mobile app to automatically back up your iPhone or iPad camera roll anytime the drive is connected2. No need to manually select which photos to back up. Every time you plug it in, it does the work for you. WATCH YOUR VIDEOS ON THE MOVEThe iXpand Flash Drive supports popular video formats (.WMV, .AVI, .MKV, .MP4, .MOV) so you can store and watch videos straight from the drive3, making it a terrific travel companion. WORKS WITH MOST CASESThe iXpand Flash Drive is designed with a flexible connector to plug directly into your iPhone or iPad without having to remove your case. Now available, the iXpand Flash Drive also comes in a version built for the OtterBox uniVERSE case system8. USB 3.0 HIGH-SPEED TRANSFERSPlug the drive into your computer’s USB 3.0 port and you can transfer files in a flash. iXpandMOBILE APPAvailable from the App Store, the iXpand Drive app makes it easy to manage your photos and videos and also enables you to watch popular video formats3 directly from the drive.1. Supports iPhone 5 and newer, iPad Air, iPad with Retina display (4th generation), iPad mini with Retina display, iPad mini and newer, iXpand Drive app and iOS 8 required.2. Available for download from the App Store. iOS 8 required. Setup automatic backup within app settings.3. Support for .WMV, .AVI, .MKV, .MP4, .MOV video formats. DRM-protected content cannot be streamed. Check with the content provider for playback restrictions.4. Supports iPhone 5 and newer, iPad Air, iPad with Retina display (4th generation), iPad mini with Retina display, iPad mini and newer, iXpand Drive app and iOS 8.2 required. Support for .WMV, .AVI, .MKV, .MP4, .MOV video formats. DRM-protected content cannot be streamed. Check with the content provider for playback restrictions.5. Password protection uses 128-bit AES encryption and is supported by iOS 8.2, Mac OS X v10.6+, Windows Vista®, Windows® 7, Windows 8 and Windows 10. FOR CHINA: Password protection is supported by iOS 8, Mac OS X v10.6+, Windows® XP, Windows Vista®, Windows® 7, Windows 8 and Windows 10.6. 1GB=1,000,000,000 bytes. Actual user storage less.7. see www.sandisk.com/wug8.Case sold separately.","[LEFT] [TITLE] RAM-B-408-75-1-UN7U [BRAND] RAM Mounts [DESCRIPTION] RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176 [PRICE] 107.00 [PRICE_CURRENCY] AUD
[RIGHT] [TITLE] SanDisk iXpand Flash-Laufwerk für iPhone und iPad 64GB [BRAND] SanDisk [DESCRIPTION] iXPAND FLASH DRIVEFree up space on your iPhoneEXTRA STORAGE FOR YOUR IPHONE AND IPAD1Designed to be the perfect companion for your iPhone, the iXpand Flash Drive offers an easy way to free up space on your iPhone, automatically backs up your camera roll, and even lets you watch popular-format videos straight from the drive4. The drive has both a flexible Lightning connector that works with most cases and a USB 3.0 connector to plug into your Mac computer or PC so you can easily move your stuff where you want it. The iXpand Flash Drive also includes encryption software that lets you password-protect files, so you can share your content while keeping sensitive files secure across your devices5. Take all the photos and videos you want—the iXpand Flash Drive delivers a fast and simple way to free up space on your iPhone so that you’re always ready to capture more memories. FREE UP SPACE FAST!Free up space on your iPhone or iPad quickly with the iXpand Flash Drive1. Simply plug in the Lightning connector and you can easily move photos, videos and other files off your device and onto the drive. From there, you can transfer the files onto a Mac computer or PC or store them on the drive. AUTOMATIC PHOTO BACKUPSet the iXpand mobile app to automatically back up your iPhone or iPad camera roll anytime the drive is connected2. No need to manually select which photos to back up. Every time you plug it in, it does the work for you. WATCH YOUR VIDEOS ON THE MOVEThe iXpand Flash Drive supports popular video formats (.WMV, .AVI, .MKV, .MP4, .MOV) so you can store and watch videos straight from the drive3, making it a terrific travel companion. WORKS WITH MOST CASESThe iXpand Flash Drive is designed with a flexible connector to plug directly into your iPhone or iPad without having to remove your case. Now available, the iXpand Flash Drive also comes in a version built for the OtterBox uniVERSE case system8. USB 3.0 HIGH-SPEED TRANSFERSPlug the drive into your computer’s USB 3.0 port and you can transfer files in a flash. iXpandMOBILE APPAvailable from the App Store, the iXpand Drive app makes it easy to manage your photos and videos and also enables you to watch popular video formats3 directly from the drive.1. Supports iPhone 5 and newer, iPad Air, iPad with Retina display (4th generation), iPad mini with Retina display, iPad mini and newer, iXpand Drive app and iOS 8 required.2. Available for download from the App Store. iOS 8 required. Setup automatic backup within app settings.3. Support for .WMV, .AVI, .MKV, .MP4, .MOV video formats. DRM-protected content cannot be streamed. Check with the content provider for playback restrictions.4. Supports iPhone 5 and newer, iPad Air, iPad with Retina display (4th generation), iPad mini with Retina display, iPad mini and newer, iXpand Drive app and iOS 8.2 required. Support for .WMV, .AVI, .MKV, .MP4, .MOV video formats. DRM-protected content cannot be streamed. Check with the content provider for playback restrictions.5. Password protection uses 128-bit AES encryption and is supported by iOS 8.2, Mac OS X v10.6+, Windows Vista®, Windows® 7, Windows 8 and Windows 10. FOR CHINA: Password protection is supported by iOS 8, Mac OS X v10.6+, Windows® XP, Windows Vista®, Windows® 7, Windows 8 and Windows 10.6. 1GB=1,000,000,000 bytes. Actual user storage less.7. see www.sandisk.com/wug8.Case sold separately. [PRICE] 28.76 [PRICE_CURRENCY] EUR"
valid,negative,67505927#36866967,0,6.779661016949149,67505927,36866967,RAM-B-408-75-1-UN7U,"TN-200 Toner für Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550 2.200 Seiten",RAM Mounts,Brother,107.00,44.38,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176,"Original Toner von für Brother Fax 8000, 8050, 8060, 8200, 8250, 8650, 9500, Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550, 4600, 4650, 6550, 7550, 7650, 7750, 800 P, 9000, 9050, 9060, 9500, 9550, Brother P 8000, Brother Laserfax PMarke: Brother, Artikelnummer: TN-200EAN Nummer: 4977766562584 Seitenleistung (Herstellerangabe): 2200 SeitenBrother Fax - Serie:8000 P;8050 P;8060 P;8200 P;8200 Series;8250 P;8650 P;9500; Brother HL - Serie: -700; -720; -720 Laserplus; -720 Series; -730; -730 DX; -730 Plus; -730 Series; -760; -760 DX; -760 Plus; -760 Series; Brother Intellifax - Serie:2750;3550;3650;3750; Brother MFC - Serie: -3550; -3650; -4300; -4300 Series; -4350; -4350 J; -4450; -4550; -4550 J; -4550 Plus; -4550 Series; -4600; -4600 Series; -4650; -6500 Series; -6550; -6550 MC; -6650; -6650 J; -6650 MC; -6650 Series; -7500 Series; -7525; -7550; -7550 MC; -7600 Series; -7650; -7650 MC; -7750; -800 P; -9000; -9050; -9060; -9500; -9550; Brother P - Serie:8000; Brother PPF - Serie: -2700 Series; -2750; -2750 ML; -3550 ML; -3650 ML; Copystar - Serie: BS 8606; BS 8606 H;Lenovo: M 3100; M 3200; M 7000; M 7110;Olytalia: LF 8070; MLF 9070; Omnifax L - Serie:620;620 E;620 Series;621 MFP;","[LEFT] [TITLE] RAM-B-408-75-1-UN7U [BRAND] RAM Mounts [DESCRIPTION] RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176 [PRICE] 107.00 [PRICE_CURRENCY] AUD
[RIGHT] [TITLE] TN-200 Toner für Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550 2.200 Seiten [BRAND] Brother [DESCRIPTION] Original Toner von für Brother Fax 8000, 8050, 8060, 8200, 8250, 8650, 9500, Brother HL 700, 720, 730, 760, MFC 3550, 3650, 4300, 4350, 4450, 4550, 4600, 4650, 6550, 7550, 7650, 7750, 800 P, 9000, 9050, 9060, 9500, 9550, Brother P 8000, Brother Laserfax PMarke: Brother, Artikelnummer: TN-200EAN Nummer: 4977766562584 Seitenleistung (Herstellerangabe): 2200 SeitenBrother Fax - Serie:8000 P;8050 P;8060 P;8200 P;8200 Series;8250 P;8650 P;9500; Brother HL - Serie: -700; -720; -720 Laserplus; -720 Series; -730; -730 DX; -730 Plus; -730 Series; -760; -760 DX; -760 Plus; -760 Series; Brother Intellifax - Serie:2750;3550;3650;3750; Brother MFC - Serie: -3550; -3650; -4300; -4300 Series; -4350; -4350 J; -4450; -4550; -4550 J; -4550 Plus; -4550 Series; -4600; -4600 Series; -4650; -6500 Series; -6550; -6550 MC; -6650; -6650 J; -6650 MC; -6650 Series; -7500 Series; -7525; -7550; -7550 MC; -7600 Series; -7650; -7650 MC; -7750; -800 P; -9000; -9050; -9060; -9500; -9550; Brother P - Serie:8000; Brother PPF - Serie: -2700 Series; -2750; -2750 ML; -3550 ML; -3650 ML; Copystar - Serie: BS 8606; BS 8606 H;Lenovo: M 3100; M 3200; M 7000; M 7110;Olytalia: LF 8070; MLF 9070; Omnifax L - Serie:620;620 E;620 Series;621 MFP; [PRICE] 44.38 [PRICE_CURRENCY] EUR"
valid,negative,77330576#67505927,0,8.0,77330576,67505927,"PGI-5BK twinpack sort blkpatron, original Canon (2x360s)",RAM-B-408-75-1-UN7U,Canon,RAM Mounts,239.00,107.00,"PGI-5BK dobbeltpakning med 2 styks sorte blkpatroner, original Canon Passer til: Canon PIXMA iP3300 / iP3500 / iP4200 / iP4300 / iP4500 / iP5200 / iP5200R / iP5300 Canon PIXMA iX4000/ iX5000 Canon PIXMA MP500/MP510/MP520/MP530 Canon PIXMA MP600/MP600R/MP610 MP800R/MP810/MP830/MP970 Canon PIXMA MX700 / MX850",RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176,"[LEFT] [TITLE] PGI-5BK twinpack sort blkpatron, original Canon (2x360s) [BRAND] Canon [DESCRIPTION] PGI-5BK dobbeltpakning med 2 styks sorte blkpatroner, original Canon Passer til: Canon PIXMA iP3300 / iP3500 / iP4200 / iP4300 / iP4500 / iP5200 / iP5200R / iP5300 Canon PIXMA iX4000/ iX5000 Canon PIXMA MP500/MP510/MP520/MP530 Canon PIXMA MP600/MP600R/MP610 MP800R/MP810/MP830/MP970 Canon PIXMA MX700 / MX850 [PRICE] 239.00 [PRICE_CURRENCY] DKK
[RIGHT] [TITLE] RAM-B-408-75-1-UN7U [BRAND] RAM Mounts [DESCRIPTION] RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail BasePart #: RAM-B-408-75-1-UN7UUPC: 793442951176 [PRICE] 107.00 [PRICE_CURRENCY] AUD"
valid,negative,1803520#52075948,0,9.929078014184398,1803520,52075948,Epson - magenta - original - ink cartridge,INK JET ORIGINALE NERO PER EPSON C13T70314010 - WP-4515DN / WP-4525DNF / WP-4535DWF / WP-4545DTWF / WP-4015DN,,,62.99,,"The Epson Discproducer features 6 color, high-capacity, and dye based ink cartridges instead of the more common four.With just one set of high-capacity ink cartridges, printing 1000 or more discs without changing cartridges is possible. In addition, ink level status is shown with LED readout for each color to prevent running out of ink while printing.",INK JET ORIGINALE NERO PER EPSON,"[LEFT] [TITLE] Epson - magenta - original - ink cartridge [DESCRIPTION] The Epson Discproducer features 6 color, high-capacity, and dye based ink cartridges instead of the more common four.With just one set of high-capacity ink cartridges, printing 1000 or more discs without changing cartridges is possible. In addition, ink level status is shown with LED readout for each color to prevent running out of ink while printing. [PRICE] 62.99 [PRICE_CURRENCY] CAD
[RIGHT] [TITLE] INK JET ORIGINALE NERO PER EPSON C13T70314010 - WP-4515DN / WP-4525DNF / WP-4535DWF / WP-4545DTWF / WP-4015DN [DESCRIPTION] INK JET ORIGINALE NERO PER EPSON"
valid,negative,5653919#30119408,0,10.389610389610397,5653919,30119408,Webcam logitech brio stream edition 4k,AURICULARES MICRO LOGITECH HEADSET H540,,,,46.1615,,AURICULARES CON MICROFONO LOGITECH HEADSET H540 USB,"[LEFT] [TITLE] Webcam logitech brio stream edition 4k
[RIGHT] [TITLE] AURICULARES MICRO LOGITECH HEADSET H540 [DESCRIPTION] AURICULARES CON MICROFONO LOGITECH HEADSET H540 USB [PRICE] 46.1615 [PRICE_CURRENCY] EUR"
valid,hard_negative,81364706#35335928,0,100.0,81364706,35335928,TP-Link 300Mbps Wireless Range Extender incl. stopcontact,TP-Link 300Mbps Wireless Range Extender,TP-Link,TP-Link,23.95,16.95,"IEEE 802.11b/g/n, 2.4~2.4835GHz, 10/100Mbps",TP-Link 300Mbps Wireless Range Extender,"[LEFT] [TITLE] TP-Link 300Mbps Wireless Range Extender incl. stopcontact [BRAND] TP-Link [DESCRIPTION] IEEE 802.11b/g/n, 2.4~2.4835GHz, 10/100Mbps [PRICE] 23.95 [PRICE_CURRENCY] EUR
[RIGHT] [TITLE] TP-Link 300Mbps Wireless Range Extender [BRAND] TP-Link [DESCRIPTION] TP-Link 300Mbps Wireless Range Extender [PRICE] 16.95 [PRICE_CURRENCY] EUR"
valid,hard_negative,30429353#95592561,0,100.0,30429353,95592561,Kingston SD 32GB Class 10,Kingston Canvas Select Class 10 Micro SD Card - 32GB,,Kingston,16.56,19.99,Kingston SD 32GB Class 10 Memorije kartice,"Full HD compliant Class 10 performance Micro SD Card. The 32GB Kingston Canvas Select SDHC card safely and effectively stores all of your precious data, images, video and more.","[LEFT] [TITLE] Kingston SD 32GB Class 10 [DESCRIPTION] Kingston SD 32GB Class 10 Memorije kartice [PRICE] 16.56 [PRICE_CURRENCY] BAM
[RIGHT] [TITLE] Kingston Canvas Select Class 10 Micro SD Card - 32GB [BRAND] Kingston [DESCRIPTION] Full HD compliant Class 10 performance Micro SD Card. The 32GB Kingston Canvas Select SDHC card safely and effectively stores all of your precious data, images, video and more. [PRICE] 19.99 [PRICE_CURRENCY] GBP"
valid,hard_negative,6799573#22744461,0,100.0,6799573,22744461,TP-Link T1500G-10MPS JetStream 8-Port Gigabit PoE+ Smart Switch,TP-Link JetStream 8-Port Gigabit Smart Switch,,,11270,49.99,,"BackTP-Link T1500G-8TJetStream 8-Port Gigabit Smart SwitchWhat This Product DoesTP-Link JetStream Gigabit Smart Switch T1500G-8T is equipped with 8 Gigabit RJ45 ports, which can be powered by remote 802.3af/at PoE power source or direct DC power supply. The switch provides high performance, enterprise-level QoS, useful security strategies and rich layer 2 management features.TP-Link’s JetStream Gigabit Smart Switch T1500G-8T is specially designed for the small and medium business networks that require efficient network management. T1500G-8T comes with a comprehensive set of features, such as Link Aggregation Group, 802.1Q VLAN, Access Control Lists (ACL), Quality of Service (QoS L2 to L4), Storm Control and IGMP Snooping to provide a small or medium-sized business with a network that is geared for growth while ensuring performance and reliability. What’s more, its easy-to-use web management interface means faster setup and configuration with less downtime, providing the ideal solution for your business network.IEEE 802.3at/af-compliant Power over EthernetT1500G-8T supports IEEE 802.3af/at standard for Power over Ethernet (PoE). It can obtain its power from either a PoE source or from an external AC power adapter. This gives an SMB flexibility when installing the switch in places where a power outlet is not present.Advanced QoS featuresTo integrate voice, data and video service on one network, the switch applies rich QoS policies. The administrator can designate the priority of the traffic based on a variety of means including Port Priority, 802.1P Priority, and DSCP Priority, to ensure that voice and video are always clear, smooth and jitter free. In conjunction with the Voice VLAN the switch supports, the voice applications will operate with much smoother performance.Abundant Layer 2 featuresFor more application of layer 2 switches, T1500G-8T supports a complete lineup of layer 2 features, including 802.1Q tag VLAN, Port Isolation, Port Mirroring, STP/RSTP/MSTP, Link Aggregation Group and 802.3x Flow Control function. Any more, the switches provide advanced features for network maintenance such as Loop Back Detection, Cable Diagnostics, and IGMP Snooping. IGMP snooping ensures the switch intelligently forward the multicast stream only to the appropriate subscribers while IGMP throttling & filtering restrict each subscriber on a port level to prevent unauthorized multicast access.Enterprise Level Management FeaturesT1500G-8T is easy to use and manage. It supports various user-friendly standard management features, such as intuitive web-based Graphical User Interface (GUI) or SNMP (v1/2/3) and RMON support enables the switch to be polled for valuable status information and send traps on abnormal events.Features:Powered by standard 802.3af compliant PoE source or direct DC power supplyGigabit Ethernet connections on all ports provide full speed of data transferringAdvanced security features include IP-MAC-Port Binding, ACL, Port Security, DoS Defend, Storm Control, DHCP Snooping, 802.1X, and Radius AuthenticationL2/L3/L4 QoS and IGMP snooping optimize voice and video applicationsWEB/CLI managed modes, SNMP, RMON bring abundant management featuresDual Firmware Image improves reliability and up-time of your network.","[LEFT] [TITLE] TP-Link T1500G-10MPS JetStream 8-Port Gigabit PoE+ Smart Switch [PRICE] 11270 [PRICE_CURRENCY] PHP
[RIGHT] [TITLE] TP-Link JetStream 8-Port Gigabit Smart Switch [DESCRIPTION] BackTP-Link T1500G-8TJetStream 8-Port Gigabit Smart SwitchWhat This Product DoesTP-Link JetStream Gigabit Smart Switch T1500G-8T is equipped with 8 Gigabit RJ45 ports, which can be powered by remote 802.3af/at PoE power source or direct DC power supply. The switch provides high performance, enterprise-level QoS, useful security strategies and rich layer 2 management features.TP-Link’s JetStream Gigabit Smart Switch T1500G-8T is specially designed for the small and medium business networks that require efficient network management. T1500G-8T comes with a comprehensive set of features, such as Link Aggregation Group, 802.1Q VLAN, Access Control Lists (ACL), Quality of Service (QoS L2 to L4), Storm Control and IGMP Snooping to provide a small or medium-sized business with a network that is geared for growth while ensuring performance and reliability. What’s more, its easy-to-use web management interface means faster setup and configuration with less downtime, providing the ideal solution for your business network.IEEE 802.3at/af-compliant Power over EthernetT1500G-8T supports IEEE 802.3af/at standard for Power over Ethernet (PoE). It can obtain its power from either a PoE source or from an external AC power adapter. This gives an SMB flexibility when installing the switch in places where a power outlet is not present.Advanced QoS featuresTo integrate voice, data and video service on one network, the switch applies rich QoS policies. The administrator can designate the priority of the traffic based on a variety of means including Port Priority, 802.1P Priority, and DSCP Priority, to ensure that voice and video are always clear, smooth and jitter free. In conjunction with the Voice VLAN the switch supports, the voice applications will operate with much smoother performance.Abundant Layer 2 featuresFor more application of layer 2 switches, T1500G-8T supports a complete lineup of layer 2 features, including 802.1Q tag VLAN, Port Isolation, Port Mirroring, STP/RSTP/MSTP, Link Aggregation Group and 802.3x Flow Control function. Any more, the switches provide advanced features for network maintenance such as Loop Back Detection, Cable Diagnostics, and IGMP Snooping. IGMP snooping ensures the switch intelligently forward the multicast stream only to the appropriate subscribers while IGMP throttling & filtering restrict each subscriber on a port level to prevent unauthorized multicast access.Enterprise Level Management FeaturesT1500G-8T is easy to use and manage. It supports various user-friendly standard management features, such as intuitive web-based Graphical User Interface (GUI) or SNMP (v1/2/3) and RMON support enables the switch to be polled for valuable status information and send traps on abnormal events.Features:Powered by standard 802.3af compliant PoE source or direct DC power supplyGigabit Ethernet connections on all ports provide full speed of data transferringAdvanced security features include IP-MAC-Port Binding, ACL, Port Security, DoS Defend, Storm Control, DHCP Snooping, 802.1X, and Radius AuthenticationL2/L3/L4 QoS and IGMP snooping optimize voice and video applicationsWEB/CLI managed modes, SNMP, RMON bring abundant management featuresDual Firmware Image improves reliability and up-time of your network. [PRICE] 49.99"
valid,hard_negative,17212553#62172007,0,98.30508474576271,17212553,62172007,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,265,284,,,"[LEFT] [TITLE] Corsair ML Series ML120 PRO LED Premium Magnetic Levitation [BRAND] Corsair [PRICE] 265 [PRICE_CURRENCY] SEK
[RIGHT] [TITLE] Corsair ML Series ML140 PRO LED Premium Magnetic Levitation [BRAND] Corsair [PRICE] 284 [PRICE_CURRENCY] SEK"
valid,hard_negative,32940682#43759195,0,98.14814814814815,32940682,43759195,Audio Technica ATHM40X Professional Monitor Headphones,Audio Technica ATHM50X Professional Monitor Headphones,,,99.99,149.95,"The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top aud","The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top a","[LEFT] [TITLE] Audio Technica ATHM40X Professional Monitor Headphones [DESCRIPTION] The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top aud [PRICE] 99.99 [PRICE_CURRENCY] USD
[RIGHT] [TITLE] Audio Technica ATHM50X Professional Monitor Headphones [DESCRIPTION] The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top a [PRICE] 149.95 [PRICE_CURRENCY] USD"
