split,example_group,constraint,pair_id,label,neural_score,neural_pred,symbolic_status,violated_constraints,positive_evidence,uncertain_reasons,governed_pred,left_title,right_title,left_brand,right_brand,left_price,right_price,left_description,right_description
valid,helpful_blocked_fp,variant_modifier_conflict,4225266#75858280,0,0.784475152082443,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap"", ""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,Corsair Vengeance RGB Pro 16GB 2x8GB 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model - White | CMW16GX4M2C3000C15W,Corsair Vengeance LPX 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory | CMK8GX4M1D3000C16,,,390.00,170.00,DDR4 3000 (PC4 24000) Timing 15-17-17-35 CAS Latency 15 Voltage 1.35V,DDR4 3000 (PC4 24000) Timing 16-20-20-38 CAS Latency 16 Voltage 1.35V
valid,helpful_blocked_fp,variant_modifier_conflict,24856378#1237125,0,0.7801696690860371,1,invalid,"[""model_token_conflict"", ""variant_modifier_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,"XPG SX6000 Lite M.2 2280 1TB PCI-Express 3.0 x4, NVMe 1.3 3D NAND Internal Solid State Drive (SSD) ASX6000LNP-1TT-C",XPG SX8200 Pro M.2 256 GB PCI Express 3.0 3D TLC NVMe,XPG,,104.99,66.83,"XPG SX6000 Lite M.2 2280 1TB PCI-Express 3.0 x4, NVMe 1.3 3D NAND Internal Solid State Drive (SSD) ASX6000LNP-1TT-C",XPG SX8200 Pro 256GB PCIe Gen3x4 M.2 2280
valid,helpful_blocked_fp,variant_modifier_conflict,33078108#62172007,0,0.775228781380563,1,invalid,"[""variant_modifier_conflict""]","[""brand_match"", ""model_token_overlap""]","[""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,Corsair ML140 140mm PWM Premium Magnetic Levitation Fan - Twin Pack,Corsair ML Series ML140 PRO LED Premium Magnetic Levitation,Corsair,Corsair,33.97,284,"Product InformationIf NASA Designed a Computer Case Fan – This Would Be ItCorsair ML Series of PWM fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise. Thanks to its innovative design, the ML Series fans delivers both high static pressure and high air flow for a superior fan experience.Magnetic BearingHarnesses magnetic levitation technology to provide lower noise, higher performance, and a longer lifespan.Custom Rotor DesignDelivers the perfect balance between high static pressure and high airflow, operating flawlessly in the most challenging environments Extensive Control RangeA 1,600 RPM PWM control range gives you total control between low noise and absolute performance. With a 1,600 RPM PWM control range, The ML Series fans deliver total control between low noise and airflow without compromise.Contents and SpecificationsPackage contents(x2) ML140 140mm PWM Premium Magnetic Levitation FanFan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorShow more;",
valid,helpful_blocked_fp,variant_modifier_conflict,48448790#81572383,0,0.755902238253875,1,invalid,"[""variant_modifier_conflict""]","[""brand_match"", ""model_token_overlap""]","[""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,Corsair Air ML140 PRO MAGNETIC 140mm LED blue 4-pin,Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack,Corsair,Corsair,0,0,Corsair Air ML140 PRO MAGNETIC 140mm LED blue 4-pin,Corsair Wentylator Air ML140 MAGNETIC 140mmTwin Pack
valid,helpful_blocked_fp,variant_modifier_conflict,80103776#76436896,0,0.7463401366810148,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,"Corsair ML140 Pro LED, Blue, 140mm Premium Magnetic Levitation Cooling Fan CO-9050048-WW",Corsair Fan ML140 RGB LED PWM Single Pack Magnetic Levitation,,Corsair,43.45,0,"Manufacturer: Corsair Manufacturer Part Number: CO-9050048-WW Brand Name: Corsair Product Series: Air Product Model: ML140 Product Name: Air ML140 Cooling Fan Packaged Quantity: 1 Product Type: Cooling Fan Fan Information Fan Speed (rpm): 2000 Fan Bearing Type: Magnetic Levitation Air Flow: 97 CFM Noise Levels: 37 dB(A) LED Color: Blue Interfaces/Ports Connectors: 4-pin PWM Physical Characteristics Fan Diameter: 140 mm Fan Height: 5.51\"" Fan Width: 5.51\"" Fan Depth: 0.98\"" Miscellaneous Application/Usage: Case",Corsair Fan ML140 RGB LED PWM Single Pack Magnetic Levitation
valid,helpful_blocked_fp,variant_modifier_conflict,80103776#33078108,0,0.7171845009239437,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap"", ""quantity_match""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,"Corsair ML140 Pro LED, Blue, 140mm Premium Magnetic Levitation Cooling Fan CO-9050048-WW",Corsair ML140 140mm PWM Premium Magnetic Levitation Fan - Twin Pack,,Corsair,43.45,33.97,"Manufacturer: Corsair Manufacturer Part Number: CO-9050048-WW Brand Name: Corsair Product Series: Air Product Model: ML140 Product Name: Air ML140 Cooling Fan Packaged Quantity: 1 Product Type: Cooling Fan Fan Information Fan Speed (rpm): 2000 Fan Bearing Type: Magnetic Levitation Air Flow: 97 CFM Noise Levels: 37 dB(A) LED Color: Blue Interfaces/Ports Connectors: 4-pin PWM Physical Characteristics Fan Diameter: 140 mm Fan Height: 5.51\"" Fan Width: 5.51\"" Fan Depth: 0.98\"" Miscellaneous Application/Usage: Case","Product InformationIf NASA Designed a Computer Case Fan – This Would Be ItCorsair ML Series of PWM fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise. Thanks to its innovative design, the ML Series fans delivers both high static pressure and high air flow for a superior fan experience.Magnetic BearingHarnesses magnetic levitation technology to provide lower noise, higher performance, and a longer lifespan.Custom Rotor DesignDelivers the perfect balance between high static pressure and high airflow, operating flawlessly in the most challenging environments Extensive Control RangeA 1,600 RPM PWM control range gives you total control between low noise and absolute performance. With a 1,600 RPM PWM control range, The ML Series fans deliver total control between low noise and airflow without compromise.Contents and SpecificationsPackage contents(x2) ML140 140mm PWM Premium Magnetic Levitation FanFan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorShow more;"
valid,helpful_blocked_fp,variant_modifier_conflict,70813044#55369895,0,0.7112592455667962,1,invalid,"[""model_token_conflict"", ""variant_modifier_conflict""]","[""color_match"", ""category_keyword_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,Epson Stylus Pro 7800/7880/9800/9880 - PHOTO BLACK,Epson STYLUS PHOTO R3000 BLACK INK,,,87,24.81,Epson Ultrachrome Inks for Stylus Pro 7800/7880/9800/9880 220mlEpson PHOTO BLACK 220MLAVAILABILITYIN STOCK,Epson STYLUS PHOTO R3000 BLACK INK
valid,helpful_blocked_fp,variant_modifier_conflict,96841595#63940702,0,0.7048113846705855,1,invalid,"[""model_token_conflict"", ""variant_modifier_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""price_missing""]",0,SanDisk Extreme Pro (256GB) SDXC Memory Card,SANDISK 256GB SQXA1 EXTREME MICROSDXC MEMORY CARD (SDSQXA1-256G-GN6MA)-WRTY LTD LIFET W/DISTRIBUTOR,,,POA,79.00,"Never miss the moment with the world's fastest SDHC/SDXC memory card. With write speeds up to 90 MB/s (600X) and read speeds up to 95 MB/s (633X) this card exploits your DSLR's potential for continuous burst mode shooting. Engineered with Ultra High Speed (UHS-I) bus architecture, it is designed to exceed rigorous performance standards. You'll catch all those high-resolution action shots the moment they happen. Featuring SanDisk proprietary Power Core Controller technology, this card is engineered to take whatever your camera's buffer can dish out. By distributing image data across the card more rapidly and efficiently, SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver blazing speed and extraordinary dependability even in extremely challenging conditions.That's why for memories that can't be missed, photographers worldwide choose SanDisk. SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver the highest video performance with Class 10 rating plus UHS Speed Class 1 (U1) to support cinema quality Full HD (1080p), 3D, and 4K video. The card's built in Advanced Wear Leveling and Error Correction Code engine enhances endurance and reliability.Barcode: 619659170356Product Type: Memory CardProduct Family: Extreme Pro",Warranty : LTD LifeTime with Local Distributor - Convergent
valid,helpful_blocked_fp,variant_modifier_conflict,33078108#61690853,0,0.6949661505429922,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,Corsair ML140 140mm PWM Premium Magnetic Levitation Fan - Twin Pack,CORSAIRMl140 Pro Rgb 140mm Premium Magnetic FAN CO-9050077-WW,Corsair,,33.97,56,"Product InformationIf NASA Designed a Computer Case Fan – This Would Be ItCorsair ML Series of PWM fans magnetic levitation technology and custom engineered rotors provide unrivaled performance and low noise. Thanks to its innovative design, the ML Series fans delivers both high static pressure and high air flow for a superior fan experience.Magnetic BearingHarnesses magnetic levitation technology to provide lower noise, higher performance, and a longer lifespan.Custom Rotor DesignDelivers the perfect balance between high static pressure and high airflow, operating flawlessly in the most challenging environments Extensive Control RangeA 1,600 RPM PWM control range gives you total control between low noise and absolute performance. With a 1,600 RPM PWM control range, The ML Series fans deliver total control between low noise and airflow without compromise.Contents and SpecificationsPackage contents(x2) ML140 140mm PWM Premium Magnetic Levitation FanFan mounting screwsSystem RequirementsMotherboard with an open standard 4-pin fan connectorShow more;",Corsair ML140 PRO RGB 140mm Premium Magnetic Levitation RGB LED PWM Fan Single Pack (Embargo Nov 16)
valid,helpful_blocked_fp,variant_modifier_conflict,70326774#70291557,0,0.6879462224182272,1,invalid,"[""variant_modifier_conflict""]",[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""price_missing""]",0,Kingston 128GB Micro SD Canvas Select 100MB/S,Kingston Canvas Select Plus SDHC Memory Card UHS-I 4K FULL HD 100MB/s - 32GB,,Kingston,"R 619,99 incl tax",,Kingston 128GB Micro SD Canvas Select 100MB/S,"100% Genuine Kingston. Supplied brand new in sealed retail packaging with a superb Manufacturers Lifetime Warranty. Full HD - The advanced UHS-I interface makes the card ideal for cinema-quality 4k, full HD (1080p) and 3D video.Shoot more high-density image files like RAW or JPEG with Read Speeds up to 100MB/sTough and Dependable: Waterproof, shock and vibration proof, X-Ray and temperature proof too! Supports continuous burst mode and ensures video integrity by reducing stutterThis superb Kingston SD memory card is ideal for multi-device-use including with many digital cameras. This full size SD memory card (Secure Digital) is also known as a SDHC (Secure Digital High Capacity). A SD card measures L32 x W24 x D2.1 mm7dayshop stock a competitive range of products : photo, computer, memory, inkjet, audio, video, battery, gifts ideas, gadgets and much more.We have been selling online since the year 2000. Buy with confidence."
valid,helpful_blocked_fp,variant_modifier_conflict,96841595#84870234,0,0.6707547934829746,1,invalid,"[""accessory_main_product_conflict"", ""model_token_conflict"", ""variant_modifier_conflict""]","[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""price_missing""]",0,SanDisk Extreme Pro (256GB) SDXC Memory Card,SanDisk Extreme (128GB) SDXC Memory Card Class 10,,,POA,POA,"Never miss the moment with the world's fastest SDHC/SDXC memory card. With write speeds up to 90 MB/s (600X) and read speeds up to 95 MB/s (633X) this card exploits your DSLR's potential for continuous burst mode shooting. Engineered with Ultra High Speed (UHS-I) bus architecture, it is designed to exceed rigorous performance standards. You'll catch all those high-resolution action shots the moment they happen. Featuring SanDisk proprietary Power Core Controller technology, this card is engineered to take whatever your camera's buffer can dish out. By distributing image data across the card more rapidly and efficiently, SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver blazing speed and extraordinary dependability even in extremely challenging conditions.That's why for memories that can't be missed, photographers worldwide choose SanDisk. SanDisk Extreme Pro SDHC and SDXC UHS-I cards deliver the highest video performance with Class 10 rating plus UHS Speed Class 1 (U1) to support cinema quality Full HD (1080p), 3D, and 4K video. The card's built in Advanced Wear Leveling and Error Correction Code engine enhances endurance and reliability.Barcode: 619659170356Product Type: Memory CardProduct Family: Extreme Pro","SanDisk Extreme SDHC and SDXC UHS-I memory cards offer enough speed, capacity, and durability to meet the demands of advanced photographers and passionate shutterbugs alike. Ideal for use with advanced cameras and HD camcorders, this card offers data speeds up to eight times faster than an ordinary memory card, ensuring you'll never miss the moment.Barcode: 619659170622Product Type: Memory CardProduct Family: Extreme"
valid,helpful_blocked_fp,variant_modifier_conflict,70291557#95592561,0,0.6600794863417272,1,invalid,"[""variant_modifier_conflict""]","[""brand_match""]","[""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""price_missing""]",0,Kingston Canvas Select Plus SDHC Memory Card UHS-I 4K FULL HD 100MB/s - 32GB,Kingston Canvas Select Class 10 Micro SD Card - 32GB,Kingston,Kingston,,19.99,"100% Genuine Kingston. Supplied brand new in sealed retail packaging with a superb Manufacturers Lifetime Warranty. Full HD - The advanced UHS-I interface makes the card ideal for cinema-quality 4k, full HD (1080p) and 3D video.Shoot more high-density image files like RAW or JPEG with Read Speeds up to 100MB/sTough and Dependable: Waterproof, shock and vibration proof, X-Ray and temperature proof too! Supports continuous burst mode and ensures video integrity by reducing stutterThis superb Kingston SD memory card is ideal for multi-device-use including with many digital cameras. This full size SD memory card (Secure Digital) is also known as a SDHC (Secure Digital High Capacity). A SD card measures L32 x W24 x D2.1 mm7dayshop stock a competitive range of products : photo, computer, memory, inkjet, audio, video, battery, gifts ideas, gadgets and much more.We have been selling online since the year 2000. Buy with confidence.","Full HD compliant Class 10 performance Micro SD Card. The 32GB Kingston Canvas Select SDHC card safely and effectively stores all of your precious data, images, video and more."
valid,harmful_blocked_tp,variant_modifier_conflict,73979426#83239139,1,0.9646033247681928,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,NETGEAR GS108E Switch 8 Port ProSafe - GS108E-300PES,Netgear ProSAFE Unmanaged Plus Switch - GS108E - 8 Gigabit Ethernet poorten,,Netgear,226.00,35.27,,ProSAFE Unmanaged Plus Switch - GS108E - 8 Gigabit Ethernet poorten
valid,harmful_blocked_tp,variant_modifier_conflict,48680065#64159490,1,0.93107051475471,1,invalid,"[""variant_modifier_conflict""]","[""brand_match""]","[""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,Apple Apple 60W MagSafe 2 Power Adapter MD565LL/A,Apple APPLE 60W MAGSAFE 2 POWER ADAPTER (MACBOOK PRO WITH RETINA),Apple,Apple,79.00,79.00,Apple 60W MagSafe 2 Power Adapter MD565LL/A,Apple 60W MagSafe 2 Power Adapter
valid,harmful_blocked_tp,variant_modifier_conflict,36896742#71415503,1,0.92181575953845,1,invalid,"[""model_token_conflict"", ""variant_modifier_conflict""]",[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,MON LED 32 LG 32UK550-B,"LG 32UK550 computer monitor 80 cm (31.5\"") 3840 x 2160 pixels 4K Ultra HD LED Black",,,351.81,604.42,,"LG 32UK550, 80 cm (31.5\""), 3840 x 2160 pixels, 4K Ultra HD, LED, 4 ms, Black"
valid,harmful_blocked_tp,variant_modifier_conflict,97168711#70100785,1,0.9176378378662916,1,invalid,"[""variant_modifier_conflict""]",[],"[""brand_missing"", ""currency_missing_or_mismatch""]",0,"Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed","Corsair Chassis, Carbide Series SPEC-OMEGA",,,269.00,151.01,"Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed",
valid,harmful_blocked_tp,variant_modifier_conflict,88333504#8603153,1,0.9162207633091268,1,invalid,"[""variant_modifier_conflict""]",[],"[""brand_missing"", ""currency_missing_or_mismatch""]",0,SanDisk Extreme PRO® SD™ UHS-II Card Reader/Writer,Sandisk Extreme Pro Sd Reader/Writer,Sandisk,,118.0,6.295E1,"Compact, portable SD™ card readerDesigned for super-fast SD UHS-II card transfersCompatible with UHS-II, backwards-compatible with UHS-I and non-UHS SD cards2Compatible with USB 3.02-Year warranty3Technical DetailsSingle slot SD™ UHS-II card reader/writerUSB 3.0; USB 2.0 backwards-compatibleTrust In SandiskAll SanDisk products are constructed to the highest standards and rigorously tested, so you can be confident in the outstanding quality, performance and reliability of every SanDisk product.Legal Disclaimer¹Based on USB specifications; performance may vary depending on use case and host device. 1MB=1,000,000 bytes.² Card not included. Sold separately.3 See www.sandisk.com/wug",MAXIMIZE WORKFLOW EFFICIENCY The SanDisk Extreme PRO SDTM UHS-II Card Reader/Writer is designed to increase workflow efficiency for professional photographers and videographers. Small enough for fieldwork the compact reader is built to handle the high-performance demands of UHS-II card technology and offers support for fast transfer speeds. With a USB 3.0 interface (and backwards-compatible with USB 2.0) the SanDisk Extreme PRO SD UHS-II reader/writer is your best choice for performance and efficiency when paired with a SD UHS-II memory card. SUPPORT FOR SUPER-FAST SD UHS-II CARD TRANSFER SPEEDS The SanDisk Extreme PRO SD UHS-II Card Reader moves content fast to expedite your post-production work flow. COMPATIBILITY Compatible with UHS-II and USB 3.0 backwards-compatible with UHS-I and non-UHS SD cards and USB 2.0. COMPACT SD CARD READER The small size of the SanDisk Extreme PRO SD UHS-II Card Reader makes it perfect for fieldwork and on-location shoots.
valid,harmful_blocked_tp,variant_modifier_conflict,57414055#30725212,1,0.8975658743856539,1,invalid,"[""variant_modifier_conflict""]",[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,New Genuine Apple MacBook Pro A1278 A1280 MagSafe 1 AC Adapter Charger L Tip 60W,Apple APPLE 60W MAGSAFE POWER ADPATER (EARLIER MACBOOK PRO),,Apple,64.99,79.00,"Plugs directly into AC outlet. Input: 100-240V ~ 50-60HzOutput: 16.5V – 3.65A 60WConnector Tip: Magnetic 5 pin L TIPColour: White###NOTE: This is NOT a Magsafe 2 adapter. It is NOT compatible with macbook pros dated June 2012 and newer, such as A1436 A1425 A1502 which need the newer magsafe 2 adapter! ###Compatible Part #s:A1344, A1172, A1278, A1181, A1184,A1330, A1280, MA538LL/A, MA538LL/B, 661-4269, 661-4485, 661-0443, 661-4269, 661-4485, 661-4259, 661-4339, 661-3957Compatible Models:All APPLE MacBook 13\"" and MacBook Pro 13\"" (except 2012 Macbook with Retina Display)Apple MacBook Pro 13\"" MA254LL/A, MB467LL/A, MB467J/A, MA254LL/A, MA255LL/A, MA472LL/A, MA699LL/A, MA700LL/A, MA701LL/A, MB061LL/B,MB062LL/B, MB063LL/B, MB061LL/A, MB062LL/A, MB063LL/A, MA463LL/A,MA464LL/A, MA090LL, MA600LL, MA601LL, MA092LL/A, MA609LL,MA610LL, MA611LL/A, MA895LL/A, MA896LL/A, MA895LL, MA896LL, MA897LL/AApple MacBook 13.3-Inch Core DuoApple MacBook 13.3-Inch Pro Late 2006 Core 2 DuoApple MacBook 13.3-Inch Pro Mid 2007 Core 2 DuoApple MacBook 13.3-Inch Santa Rosa Late 2007Apple MacBook Pro MB990LL/A 13.3-InchApple MacBook Pro MB991LL/A 13.3-InchApple MacBook MB881LL/A 13.3-InchApple MacBook MC240LL/A 13.3-Inch",Apple 60W MagSafe Power Adapter
valid,harmful_blocked_tp,variant_modifier_conflict,28502615#61993023,1,0.8928155321967394,1,invalid,"[""variant_modifier_conflict""]",[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,PARK TOOL MINI CHAIN BRUTE CHAIN TOOL CT-5C 5-12SP,"Park Tool Park Tool, CT-5, Portable chain Tool",,Park Tool,2.998E1,16.95,Compatible with 1/8” single-speed and 5 to 12-speed derailleur chains*Shelf for loosening tight linksReplaceable pin (part # CTP)Perfect take-along chain tool at only 77 gramsDimensions: 60mm x 55mm x 15mm*The CT-5 will not peen Campagnolo® 11-speed chain rivets,
valid,harmful_blocked_tp,variant_modifier_conflict,29811900#82767852,1,0.8248118399409408,1,invalid,"[""variant_modifier_conflict""]","[""model_token_overlap"", ""quantity_match""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,"AMD Ryzen 3 3300X, 4-Core/8 Threads AM4 CPU, Max Freq 4.3GHz, 18MB Cache 65W, With Wraith Stealth Cooler",AMD Ryzen 3 3300X Desktop Processor 4 Cores 8 Threads 18MB Cache PCIe 4.0,,,281.54,15499.00,AMD Ryzen 3 3300X CPU 100-100000159BOX Quad Core 4.3GhzAMD Ryzen 3 3300X CPU Quad Core CPU * Only with M/B *Weight: 1 Kg,"AMD Ryzen 3 3300X processor is designed to offer you a balanced performance while gaming and multitasking. The processor is based on 7nm architecture offering better performance while still being efficient. The processor is recommended to go with Ryzen ready AM4 motherboard.It comes with 4 Cores and 8 threads which would enable fast creative workloads and gaming. The PCIe 4.0 support enables content creators and streamers to operate at double the bandwidth. The card will offer brilliant experience when paired with equally capable graphics card.All this paired with 18 MB of combined game cache with L1 of 256 KB, L2 of 2 MB and L3 cache of 16 MB for quick access to data sets. The descent cache memory on-board translates to best of experience when gaming. It has a TDP rating of 65W with support for DDR4 up-to 3200Mhz.The unlocked processor with support for precision boost has a base clock speed of 3.8GHz with Max Boost Clock of 4.3 GHz. It comes with wraith stealth cooler ensuring stable performance through effective cooling allowing efficient use of the available fire power.~section~The PCIe 4.0 support enables content creators and streamers to operate at double the bandwidth. Massive 18MB GameCache for higher game performance and Leading edge 7-nanometer technology for cool, quiet, efficient operation.Wraith Stealth CoolerThe high performance wraith stealth cooler ensuring stable performance through effective cooling allowing efficient use of the available fire power.Do more And do it fasterAMD Ryzen 3 3300X designed with 4 Cores 8 threads and max boost Clock of 4.3 GHz for high performance gaming and multitasking. With 3rd Gen AMD Ryzen processors, victory is yours.Zen Core ArchitectureImproved energy efficiency, higher clock speeds and more cores than ever before.AMD Ryzen Master UtilityThe Simple and Powerful Overclocking Utility for AMD Ryzen processors.AMD Ryzen VR-Ready PremiumFor the best possible VR experiences, AMD offers select Ryzen VR-Ready Premium processors.~section~Core(s)4Thread(s)8Base Frequency3.8GHzMax. Boost FrequencyUp to 4.3GHzCache18 MBOverclockableYesTDP65WMemory supportDDR4PCIe Express Version4.0Thermal SolutionWraith StealthSocketAM4Launch Date05/2020Product FamilyAMD Ryzen ProcessorsWarranty3 Years"
valid,harmful_blocked_tp,variant_modifier_conflict,37689148#15065376,1,0.7788330722996372,1,invalid,"[""variant_modifier_conflict""]","[""brand_match"", ""model_token_overlap"", ""category_keyword_overlap""]","[""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",0,"Samsung QN65Q70TAFXZA 65\"" Class Q70T QLED 4K UHD HDR Smart TV (2020)",Samsung QN65Q70TAFXZA 65 Class (64.5 Diag.) 4K Ultra HD HDR Smart QLED TV,Samsung,Samsung,1199.99,1199.99,"Quantum Processor 4KThe onboard processor helps optimize the picture to deliver a more immersive experience.4K AI UpscalingThis technology analyzes the input source to reduce image noise, restore lost detail, and add definition to the edges around objects and text.Adaptive PictureWhether in a sunlit living room or a darkened den, Adaptive Picture technology optimizes the TV by analyzing the picture and the room's lighting conditions for augmented images, wherever and wherever you watch.Dual LED Backlighting TechnologyThis technology uses a system of dedicated warm and cool LED backlights to adjust the contrast and color tone, allowing you to watch your movies and TV shows the way they were meant to be seen.Active Voice AmplifierActive Voice Amplifier technology is designed to analyze the ambient noise in your home and enhance the voices in the scene to help you hear dialogue clearly.Quantum HDR with HDR10+Quantum HDR is designed to bring out detail and contrast by expanding the range of color and detail beyond what's possible on non-HDR TVs. The dynamic tone mapping of HDR10+ creates deeper blacks and more vibrant imagery with compatible content and source devices.100% Color Volume with Quantum DotWith 100% color volume (in the DCI-P3 color space), the Q70T is engineered to provide lifelike images without washing out at any brightness level.Real Game Enhancer+With this technology, extra motion clarity automatically reduces halo and blur in fast-moving game scenes, and AMD FreeSync helps reduce tearing and stuttering.Boundless DesignThe thin bezel and minimalist design of the TV helps draw you into your content.Ambient Mode+This mode is designed to allow the TV to mimic the wall behind it and display décor, artwork, weather reports, the day's headlines, and more.OneRemote for Your Connected DevicesThe included OneRemote can automatically detect and control all compatible connected devices and content.Universal GuideThe universal guide brings your favorite content from multiple compatible devices and apps together in one easy-to-browse menu. It recommends popular shows and can make custom recommendations tailored just for you.Multi ViewThis feature splits your TV screen in two, putting the content you're watching on one side while mirroring your compatible mobile device on the other, allowing you to watch workout videos, check sports stats, and more while watching your favorite show or game.Choose Your Voice AssistantWith both Bixby and Amazon Alexa built-in, you can access your favorite content, get answers, and control the TV and other compatible connected devices around your home with just your voice.SmartThings CompatibilityThe Q70T TV works with SmartThings to put you in control of your compatible smart home devices. It links with IoT devices and sensors, enabling you to turn on the lights, check what's inside your refrigerator, and run the robot vacuum cleaner from the comfort of your couch.Motion Rate 240This image enhancement technology helps minimize motion blur on the screen, so your action-packed movies and sports stay smooth.Wide Viewing AngleThe TV is designed to reduce glare and enhance color, providing vibrant images from nearly any viewing angle.TV PlusTV Plus lets you enjoy your favorite content through virtual channels.HDMI ConnectivityEnjoy high-resolution audio and video with an HDMI connection that transmits both over a single cable. The onboard HDMI ports support 4K UHD and HDR content decoding, and one input is eARC-compatible.Integrated Wi-Fi 5Enjoy your favorite on-demand content wirelessly via your existing network.Dolby Digital PlusThis audio technology helps optimize your entertainment experience with enhanced sound richness and clarity.Additional FeaturesMeets the CTA HDR-Compatible definitionHDMI 2.1 (HDMI input 4)Supreme UHD DimmingDolby audioMultiroom LinkWi-Fi DirectSmart HubFull web browserDigital Clean ViewAuto channel searchAuto Motion PlusConnectShare for USB multimedia playbackEmbedded POPInstaPort S (HDMI Quick Switch)Anynet+ HDMI CECClosed captioningElectronic program guideV-ChipUSB HID supportEco sensorAuto power offTV to mobile device and mobile device to TV mirroring via DLNAAnalog tunerMini Wall Mount compatibilityRS232 control (Ex-Link)IP control support with optional third-party softwareE-Manual","QN65Q70TAFXZA 65 Class (64.5 Diag.) 4K Ultra HD HDR Smart QLED TV. Samsung's powerful 4K Quantum processor automatically optimizes the picture to deliver a more immersive experience. 4K AI upscaling automatically analyzes the input source to reduce image noise, restore lost detail, and define edges around objects and text. Equipped with Quantum Dot Technology, this TV unleashes a massive spectrum of a billion shades of color. It even looks great when youre not watching at all, thanks to Ambient Mode +."
valid,harmful_blocked_tp,variant_modifier_conflict,8631493#70813044,1,0.751412863396258,1,invalid,"[""model_token_conflict"", ""variant_modifier_conflict""]","[""color_match""]","[""brand_missing"", ""currency_missing_or_mismatch""]",0,Epson T6031 Patron Photo Black 220ml (Eredeti),Epson Stylus Pro 7800/7880/9800/9880 - PHOTO BLACK,,,41395,87,220mlStylus Pro 7800/7880/9800/9880,Epson Ultrachrome Inks for Stylus Pro 7800/7880/9800/9880 220mlEpson PHOTO BLACK 220MLAVAILABILITYIN STOCK
