split,error_group,pair_id,label,neural_score,neural_pred,outcome,left_title,right_title,left_brand,right_brand,left_price,right_price
train,borderline_false_positive,78190984#12727811,0,0.6615812504771714,1,FP,Brother HL-L5200DW Business Laser Printer with Wireless Networking and Duplex Printing - HL-L5200DW,"Brother HL-L6200DW Business Laser Printer with Wireless Networking, Duplex Printing - HL-L6200DW",Brother,Brother,275.98,299.98
train,borderline_false_positive,50250903#44557157,0,0.6616368175250952,1,FP,Ubiquiti UniFi Protect UVC-G4-PRO,Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack,Ubiquiti,,6195,$‎234.95
train,borderline_false_positive,8165330#49183975,0,0.6618739481682793,1,FP,TP-Link TL-SG1008 8xRJ45 10/100/1000Mbps,TP-LINK TL-SG108PE Unmanaged Gigabit Ethernet (10/100/1000) Zwart Power over Ethernet (PoE),,TP-Link,31.46,56.40
test,borderline_false_positive,50066280#43886265,0,0.6620536960777058,1,FP,"COOLER MASTER CASE H500P MESH ARGB MID TOWER, SIDE PANEL, MICROATX-MINI ITX, 2XUSB 3.2, 2XUSB 2.0, 1X3.5MM AUDIO JACK, 1X3.5MM MIC JACK, 1XARGB CONTROLLER, 1XARGB 2-TO-3 SPLITTER, 2X200MM ARGB FAN FRONT, 1X140MM ARGB FAN REAR, NERO",CASE/PSU FAN COOLER MASTER MASTERFAN SF120M,,Cooler Master,215.00,29.99
test,borderline_false_positive,32364706#49774127,0,0.6620938024836851,1,FP,Rondure 1 Light Sphere Pendant,Uttermost 21908 Fascination 3 Light Silken Drum Pendant Light,,,6.2216E2,7.898E2
train,borderline_false_positive,56603137#74456310,0,0.6621653238077428,1,FP,Asus ROG STRIX B550-E GAMING AM4 ATX Motherboard,ASUS ROG Strix X570-F Gaming moederbord Socket AM4 ATX AMD X570,,ASUS,409.00,278.99
test,borderline_false_positive,89203603#9541340,0,0.6624863854860426,1,FP,Jabra Evolve 30 II MS Mono Corded Headset,Jabra Evolve 40 MS Duo PC Headset 52653,,,47.30,75.52
test,borderline_false_positive,19043769#57555036,0,0.662587294047636,1,FP,Ice-Watch015929 015769 ICE Steel,Samsung RS68N8941SL American Style Family Hub RS8000 Fridge Freezer With Ice & Water - STAINLESS STEEL,Ice-Watch,,20.00,1999.00
valid,borderline_false_positive,35335928#79680554,0,0.6628185621492767,1,FP,TP-Link 300Mbps Wireless Range Extender,TP Link TLWR841N 300Mbps Wireless N Router,TP-Link,TP Link,16.95,16.99
test,borderline_false_positive,9494941#77417818,0,0.6630302156028041,1,FP,Epson AL-C9300N Toner Cartridge Cyan 7.5k,OKI 42127407 Original Cyan High Capacity Toner Cartridge,,OKI,241.06,198.92
test,borderline_false_positive,44917290#7096972,0,0.6631279404256455,1,FP,Replica OMEGA Seamaster Steel Chronometer 220.10.40.20.01.001 Replica Watch,Buy Quality Replica Omega Seamaster 1948 Central Seconds Watch 511.13.38.20.02.001,,,124.2,
test,borderline_false_positive,75588119#57844601,0,0.6631707078716963,1,FP,Omega Seamaster 300 Men's Brown Leather Strap Watch,Omega Seamaster Planet Ocean Automatic Men's Watch,,,5000,"R 96,900.00"
valid,borderline_false_positive,4565572#45848737,0,0.663181393102631,1,FP,Epson Ink Cartridge XXL Black - C13T789140,Cartouche EPSON ENCRE CYAN XXL,Epson,EPSON,61.18,64.98
train,borderline_false_positive,1336630#2952392,0,0.663360633581749,1,FP,Carbide Series 275R Tempered Glass Mid-Tower Gaming Case — White,Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass,,Corsair,3.9E2,69.90
train,borderline_false_positive,26425849#84438504,0,0.6634317673257107,1,FP,"16TB IronWolf Pro ST16000NE000, 7200 RPM, SATA 6Gb/s, 256MB cache, 3.5-Inch HDD","Seagate IronWolf Pro ST8000NE001 - Hard drive - 8 TB - internal - 3.5\"" - SATA 6Gb/s - 7200 rpm - buffer_ 256 MB - with 2 years Rescue Data Recovery Service Plan",,Seagate,555.21,235.97
valid,borderline_false_positive,10378072#26670555,0,0.6636942577312883,1,FP,Canon PGI-5BK Inkjet Cartridge Page Life 505pp 26ml Black 0628B025 Pack of 2,Canon PGI-29GY Grey Ink Cartridge,Canon,,33.06,260.0
train,borderline_false_positive,25917285#37848549,0,0.6637491445367095,1,FP,Ernie Ball 2627 Nickel Beefy Slinky Drop Tuning Electric Guitar,Ernie Ball Hybrid Slinky 9-46 Electric Guitar Strings,,,5.99,7.99
valid,borderline_false_positive,95592561#40125777,0,0.663939464483435,1,FP,Kingston Canvas Select Class 10 Micro SD Card - 32GB,Memoire Micro SDHC Kingston Technology Canvas Select,Kingston,Kingston Technology,19.99,27.99
valid,borderline_false_positive,27365404#1829891,0,0.6640094030645006,1,FP,Canon EF-S 10-18/4.5-5.6 IS STM,Canon EF-S 55-250 mm f/4-5.6 IS STM,Canon,Canon,23126,289
test,borderline_false_positive,18990791#47584848,0,0.6640186551376119,1,FP,Genuine Magenta OKI 44059166 Toner Cartridge - (44059166),Samsung - CLT-M404S - Magenta Toner,OKI,,131.21,72
train,borderline_false_positive,77260330#54277804,0,0.6641722590767191,1,FP,Cooler Master MasterLiquid ML360R ARGB 360mm Liquid CPU Cooler MLX-D36M-A20PC-R1 | PCByte,Cooler Master MasterLiquid ML120L V2 RGB Universal Socket 120mm PWM 1800RPM RGB LED AiO Liquid CPU Cooler,Cooler Master,,189.0,834.99
test,borderline_false_positive,86064590#7987227,0,0.6642073225307501,1,FP,WS-C3850-24P-E Cisco Catalyst 3850 Network Switch (Refurb),Switch CISCO WS-C2960XR-24PS-I,,Cisco,1081.00,43773.34
train,borderline_false_positive,53178675#2078865,0,0.6642614386560979,1,FP,Genuine Epson C13T70124010 Cyan Extra High Capacity Ink Cartridge (T7012CHOEM),Genuine Epson C13T70314010 Black Ink Cartridge (T7031BKOEM),Epson,Epson,63.99,31.99
train,borderline_false_positive,63745615#8302944,0,0.6644110439328432,1,FP,"Maxxis Maxxis Dissector Tire - 29 x 2.4, Tubeless, Folding, Black, 3C MaxxTerra, EXO, Wide Trail","Maxxis Minion DHR II Tire - 29 x 2.4, Tubeless, Folding, Black, 3C Maxx Grip, DH, Wide Trail",Maxxis,Maxxis,75.00,
test,borderline_false_positive,27147725#42626545,0,0.6644303857712374,1,FP,Pacsafe Venturesafe X18 Anti-theft Backpack (Black),PacSafe Pacsafe Camsafe X25 Backpack - Black,Pacsafe,PacSafe,119.95,179.99
train,borderline_false_positive,8785086#78660792,0,0.6645854381411189,1,FP,Samsung CLT-K404S Original Black Toner Cartridge,Samsung CLT-K406S Black Toner Cartridge (Compatible),,,205,34.42
test,borderline_false_positive,3360406#17131328,0,0.6651628428736235,1,FP,Genuine High Capacity Black Sharp MX-36GTBA Toner Cartridge - (MX36GTBA),Samsung ML-D3050B Original Black High Capacity Toner Cartridge,Sharp,Samsung,55.46,173.20
train,borderline_false_positive,82640108#63623853,0,0.6652952646732767,1,FP,ZEBRA 800015-101 BLACK RIBBON (1000 PRINTS),Zebra 800011-101 ZXP Series 1 Black Ribbon (1000 Prints),,Zebra,7.9,15.36
test,borderline_false_positive,18488295#96524902,0,0.6654192099712625,1,FP,"Epson C13T12834012 (T1283) Ink cartridge magenta, 140 pages, 4ml",Epson T1003 magenta ink cartridge for use in SX600FW/B40/BX600FW printers. OEM: C13T10034010. (Rhino) EP10034,,Epson,14.99,15.78
test,borderline_false_positive,31149883#71458054,0,0.6656603625732758,1,FP,Canon EF 200mm f2.8 L USM MKII Lens,Canon EF 400mm F2.8L IS III USM,,,634.35,12129.00
test,borderline_false_positive,3510603#679650,0,0.6659682299221735,1,FP,"KitchenAid 48\"" 6-Burner Commercial-Style Gas Rangetop with Griddle in Stainless Steel KCGC558JSS","30"" Single Wall Oven in Stainless Steel",,,4349.99,-1.0
valid,borderline_false_positive,49605449#5137860,0,0.6661740044703613,1,FP,Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW,Brother HL-L8360CDW Laser Printer,Brother,Brother,479.98,588.76
test,borderline_false_positive,75322585#59622337,0,0.666218038439415,1,FP,Lezyne standing air pump Steel Floor Drive Tall black glossy,Lezyne vertical air pump CNC Digital Drive silver-glossy,Lezyne,Lezyne,50.08,100.00
train,borderline_false_positive,75910021#86407819,0,0.6662204383680871,1,FP,TP-LINK - 300Mbps Access Point,TP-LINK 450Mbps Wireless N Access Point / Range Extender,,,551.00,34.99
train,borderline_false_positive,69236418#18599997,0,0.666343452371973,1,FP,3M - Framed Privacy Filter for 19 Widescreen Monitor (16:10),3M - PF230W9F Framed Privacy Filter for 23.0in Widescreen Monitor,,,164.92,203.68
train,borderline_false_negative,25025467#77373298,1,0.6591563914793854,0,FN,Maxxis High Roller II 27.5 x 2.5 Wide Trail 3C Maxx Terra EXO/TR Folding Mountainbike Tyre,"Maxxis Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black",Maxxis,Maxxis,£48.00,102.00
train,borderline_false_negative,74103125#85384846,1,0.6590996989478305,0,FN,"ELEKTRO GTAR TEL SET, MEDIUM/HEAVY BOTTOM, NI",D'ADDARIO NYXL MED TOP/HVY BOTTOM 11/52 ELECTRIC STRINGS,DADDARIO,,109.61,25.99
train,borderline_false_negative,81056179#14537538,1,0.6590079575410783,0,FN,Diver 300M 42mm TITANIUM TANTALUM SEDNA GOLD ON TITANIUM TANTALUM SEDNA GOLD 210.60.42.20.99.001,Seamaster Diver 300m Limited Edition Titanium and 18ct Sedna Gold Automatic Men’s Watch,,,53072,11120
test,borderline_false_negative,23833261#55728462,1,0.6577339363103516,0,FN,"Monitor 23.8\"" ACER B247Ybmiprx, 16:9, IPS, LED, FHD 1920*1080, 4 ms, 250 cd/mp, 1000:1/ 100M:1, 178/178, pivot, VGA, HDMI, DP(1.2), UM.QB7EE.001","Acer B7 B247Y bmiprx 23.8\"" Full HD LED Mat Flat Zwart computer monitor",ACER,,729,137.20
train,borderline_false_negative,21521091#98651543,1,0.6577061598169391,0,FN,"High Roller II Tire - 29 x 2.3, Tubeless, Folding, Black, Dual, EXO","Maxxis Maxxis High Roller II Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,Maxxis,59.00,66.00
valid,borderline_false_negative,46318728#80353055,1,0.6571426538192692,0,FN,WS-C3560CX-12PC-S - Cisco Catalyst 3560CX Network Switch - Refurb'd,CISCO - CATALYST 3560-CX 12 PORT POE+ 240W,,,659.00,20362.50
train,borderline_false_negative,20878759#35930374,1,0.6570356248601981,0,FN,Traveler's Notebook Refill 008 (Regular Size) - Zipper Case,Traveler's Company 008. ZIPPERFILE MIDORI TRAVELER'S NOTEBOOK,,Traveler's Company,8.90,7.00
train,borderline_false_negative,31250695#17150838,1,0.6570283025459899,0,FN,Kingston DDR3-1600 8Gb HyperX Fury Blu (HX316C10F/ 8),Memória RAM Kingston_ValueRAM DDR3 HyperX 1600MHZ HX316C10F/8,Kingston,,,37.64
train,borderline_false_negative,12291734#1766796,1,0.6568624158831735,0,FN,New Era 39THIRTY MLB New York Yankees Fullcap - 10298279,Gorra New Era NY Yankees 39Thirty Cap,,,19.77,2.59E1
train,borderline_false_negative,4217254#86036015,1,0.6567671273776564,0,FN,"Corsair Vengeance LPXFekete DDR4, 2666MHz 8GB (1 x 8GB) memória",Corsair Vengeance LPX 8GB Black [1x8GB 2666MHz DDR4 CL16 1.2V XMP 2.0 DIMM],,,18100,1.699E2
test,borderline_false_negative,25096603#88491960,1,0.656225368832956,0,FN,Manfrotto MK190X Aluminum 3 Section Kit 3w Head,Manfrotto MK190X3-3W1 Aluminium Tripod with 804 Mk II head,,,294.99,179.00
train,borderline_false_negative,36013113#69434371,1,0.6561023213425127,0,FN,"HIK 4-PORT POE SWITCH, 1 UPLINK DS-3E0105P-E",Hikvision DS-3E0105P-E PoE Network Switch,,,0.00,75.00
train,borderline_false_negative,25536211#77791574,1,0.6560847162582658,0,FN,"1TB, M.2, 2280 PCIe Gen3x2, SSD, SX6000NP Lite",ADATA SSD 1TB XPG SX6000 Lite PCIe Gen3x4 M.2 2280 QLC (R:1800/W:1200 MB/s),,A-Data,103.68,118
test,borderline_false_negative,10762448#31526766,1,0.655467647335566,0,FN,APC Smart-UPS XL 48V Battery Pack - Battery enclosure - 48 V - 2 x Lead Acid- 5U,SUA48XLBPAPC Smart-UPS XL 48V Battery Pack Tower/Rack Convertible,,,9.055E2,845.79
train,borderline_false_negative,51899127#81069691,1,0.6553061096380464,0,FN,Jabra BIZ 2400 II QD NC Mono 3-1,Jabra BIZ 2400 Mark II - 3-in-1 Mono Headset,Jabra,Jabra,199,204.18
train,borderline_false_negative,44933260#15001240,1,0.6552104355337097,0,FN,Blaze Professional 27-Inch 2 Burner Built-In Gas Grill With Rear Infrared Burner & Lights,Blaze Professional 27-Inch 2-Burner Built-In Propane Gas Grill With Rear Infrared Burner - BLZ-2PRO-LP,,,2.49999E3,1999.99
valid,borderline_false_negative,20203772#46627365,1,0.6547474534684428,0,FN,Corsair Carbide 275R TG Mid Tower Gaming Case - White USB 3.0,"Carbide Series 275R Tempered Glass, No PSU, ATX, White, Mid Tower Case",,,7.498E1,125.17
test,borderline_false_negative,84471582#22972866,1,0.6545535951723271,0,FN,Philips 50PUS7504 4K UHD 50″,"Philips 50PUS7504/12, SMART TV LED Android, Ultra HD 4K, Ambilight, 126 cm",,,499,2399.99
train,borderline_false_negative,21075521#74483795,1,0.6542807354212536,0,FN,FUJIFILM Aspherical Super EBC XF 80mm f/2.8 R LM OIS WR Macro Lens,Fujifilm XF 80mm F2.8 R LM OIS WR Macro | 2 Years Warranty,,,1199.95,959
train,borderline_false_negative,37710503#19473276,1,0.6539986327091938,0,FN,Shimano PD-R7000 SPD-SL PEDALS 105,Shimano PD-R7000 105 Clipless Pedal,Shimano,Shimano,199.95,8770.0
train,borderline_false_negative,44450778#27314407,1,0.6537621338823354,0,FN,Switch Tp-Link 24 Puertos 10/100 - RJ45 Rack,TP-Link TL-SF1024 24-Port 10/100M Switch,TP-LINK,,"37,25",2590
train,borderline_false_negative,42477161#66637713,1,0.6536258835131448,0,FN,Seagate Backup Plus Slim STHN1000400 - hard drive - 1 TB - USB 3.0,"Seagate Backup Plus Slim Portable 1TB 2.5\"" USB3.0 Black",,,62.49,1356.00
train,borderline_false_negative,56904801#26230801,1,0.6530205630568944,0,FN,TISSOT HERITAGE VISODATE QUARTZ T118.410.11.057.00 (T118.410.11.057.00),Tissot VisoDate Heritage Mesh Bracelet Watch,,,292.50,195
train,borderline_false_negative,96391658#95968974,1,0.65274929912675,0,FN,GeForce® GTX 1660 OC Super™ TUF 3 Gaming6GB,ASUS nVidia Super TUF3-GTX1660S-O6G-GAMING GeForce GTX1660S OC 6GB Graphics Card - 3 Fans,,,263.9,499.00
test,borderline_false_negative,79368706#14576013,1,0.6525680978579173,0,FN,Hotpoint BI WMHG 71284 UK Integrated Washing Machine - White,Hotpoint BIWMHG71284 7kg 1200 Spin Integrated Washing Machine,,Hotpoint,340.00,325.0
train,borderline_false_negative,47164206#35054028,1,0.6525148302016389,0,FN,Shimano SM-MA90-F160-PS 160mm Front Disc Brake Adaptor,- Shimano A90 Disc Brake Post to IS 160mm,Shimano,,18.99,52.00
train,borderline_false_negative,32587863#66964006,1,0.6524938074834691,0,FN,"SanDisk ExtremePro SD 32GB,UHS-II, Read up to 300MB/s , Write up to 260MB/s , For super-fast continuous burst mode shots, maximum post-production workflow efficiency, and high-performance video recording",Sandisk 32GB Extreme Pro SDHC UHS-II 300MB/s,,,1.3494E2,69.00
test,borderline_false_negative,9932421#8035591,1,0.6519279872786077,0,FN,Fenix 21700 5000 mAh Li-ion Protected Battery,FENIX ARE-A4 Multifunctional Smart Battery Charger for Popular Rechargeable Batteries,Fenix,FENIX,25.95,39.95
test,borderline_false_negative,75922212#43606122,1,0.6518666514645616,0,FN,A-DATA UV128 128GB USB3.0 Stick Black,ADATA DashDrive UV128 128GB 128GB USB 3.0 BlackBlue USB flash drive,A-Data,,15.35,15.99
test,borderline_false_negative,23700955#55406516,1,0.6513062851367044,0,FN,Peak Design Everyday Sling v2,Everyday Sling V2 10L - Ash,,Peak Design,149.95,1349.0
train,borderline_false_negative,25025467#45946412,1,0.6509113304792093,0,FN,Maxxis High Roller II 27.5 x 2.5 Wide Trail 3C Maxx Terra EXO/TR Folding Mountainbike Tyre,"Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black",Maxxis,Maxxis,£48.00,85.00
train,borderline_false_negative,15787372#15160348,1,0.6505563383881107,0,FN,HIKVISION DS-7216HUHI-K2 (Turbo HD 4.0) 8MP/5MP/4MP,DS-7216HUHI-K2 Hikvision 16 Channel 5MP / 1080P HD-TVI Hybrid DVR with CVBS (Turbo4.0),,,1363.00,
valid,borderline_false_negative,6351022#3785159,1,0.650382255808932,0,FN,WS-C2960-48TT-L Cisco Catalyst 2960 Network Switch (New),WS-C2960-48TT-LCatalyst 2960 48 10/100 + 2 1000BT LAN Base Image,,,6.93E2,1.18
train,borderline_false_negative,7202423#88865914,1,0.649729212461592,0,FN,"Shimano Deore XT RD-M786 SGS Shadow Plus Rear Derailleur, Black",Shimano XT M786 Direct Mount Shadow Plus SGS Long-Cage Rear Derailleur 10 Speed,SHIMANO,Shimano,83.77,84.99
train,borderline_false_negative,20416876#81056179,1,0.6496291575319713,0,FN,Omega Seamaster Diver 300MTitanium and 18k Rose Gold Mens watch 210.60.42.20.99.001,Diver 300M 42mm TITANIUM TANTALUM SEDNA GOLD ON TITANIUM TANTALUM SEDNA GOLD 210.60.42.20.99.001,,,,53072
valid,borderline_false_negative,8232610#87747626,1,0.649505028660641,0,FN,WD Blue 3D NAND SATA SSD WDS100T2B0A - solid state drive - 1 TB - SATA 6Gb/,WESTERN DIGITAL - SSD 1TB BLUE 3D W530/R560MBPS 2.5 INTERNAL - WDS100T2B0A,,,112.99,115.00
train,borderline_false_negative,7383990#62384294,1,0.6493220564212525,0,FN,"Jabra BIZ 2400 II Duo - Mic. 82 NC, Wideband",BIZ 2400 II IP Duo NC (QD),,,400.00,
valid,borderline_false_negative,38344216#18159593,1,0.6489627420465353,0,FN,Corsair Vengeance LPX 32GB (2x16GB) DDR4 2666MHz(CMK32GX4M2A2666C16),Corsair Vengeance Lpx 32 Gb (2x16 Gb) Ddr4 Dram Dimm 2666 M Hz Unbuffered 16 18 18 35 Black Heat Spreader 1.2 V Xmp 2.0,,Corsair,35470,170.0
test,borderline_false_negative,48153881#52499440,1,0.6486713739143386,0,FN,Luminor 1950 3 Days Automatic : PAM00312,Luminor Marina 1950 3 Days Stainless Steel Automatic,Panerai,Pre-Owned Panerai,,6000.00
train,borderline_false_negative,29824338#94053979,1,0.6486431841111147,0,FN,Shimano Ultegra CS-R8000 11-Speed Cassette (Silver) (11-28T),Shimano Ultegra R8000 11 Speed Rear Cassette,Shimano,Shimano,72.99,£85.00
test,borderline_false_negative,44803528#7902742,1,0.6485225915770281,0,FN,Manfrotto BEFREE GT CARBON FIBRE TRAVEL TWIST BH,Manfrotto tripod kit Befree GT CF 4 MKBFRTC4GT-BH,,Manfrotto,799.00,339.00
train,borderline_false_negative,10067744#12706433,1,0.6484276075259889,0,FN,Life Extension Super Ubiquinol CoQ10 - 100 mg 60 softgels,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 100 mg (60 Softgels),,,34.58,4.96E1
train,borderline_false_negative,40500483#12727811,1,0.6482518321726877,0,FN,Brother HL-L6200DW Monochrome Laser Printer With WiFi Network & Auto Duplex,"Brother HL-L6200DW Business Laser Printer with Wireless Networking, Duplex Printing - HL-L6200DW",,Brother,33399,299.98
train,borderline_false_negative,84310970#11542020,1,0.648004062058321,0,FN,Mouse USB Laser Wireless Logitech M510 Negru,Logitech M510 muis RF Draadloos Laser,,,"Pret:157,59RON",5.595E1
valid,borderline_false_negative,28284405#52522985,1,0.6476122529936298,0,FN,Sony SEL-70200G FE 70-200 mm F4 Lens,Sony 70-200mm f4.0 G OSS E Mount series Lens,Sony,Sony,7699,957.5
train,borderline_false_negative,8259237#9806466,1,0.6476032043640257,0,FN,8 Port Gigabit Easy Smart Switch With Po E,D-Link EasySmart DGS-1100-08P 8 Ports Manageable Ethernet Switch,Dlink,D Link,204.0,80.11
train,borderline_false_negative,77564821#47070583,1,0.6461076144799339,0,FN,Kingston 128GB microSDXC Canvas Select 80MB/s C10 UHS-I,Kingston Digital Canvas Select 128GB microSD Card w/ Adapter (SDCS-128GB),,Kingston Digital,90,
train,borderline_false_negative,64501518#71393533,1,0.6457984556980225,0,FN,Cartucho de Tinta Epson 18 Magenta,Original Epson 18 Magenta Ink cartridge (T1803),Epson,,7.95,10.95
valid,borderline_false_negative,76436896#61690853,1,0.6454988775228298,0,FN,Corsair Fan ML140 RGB LED PWM Single Pack Magnetic Levitation,CORSAIRMl140 Pro Rgb 140mm Premium Magnetic FAN CO-9050077-WW,Corsair,,0,56
train,borderline_false_negative,96920840#56459937,1,0.6454067867611397,0,FN,Jabra Evolve 40 UC Mono Bedrade Usb A Office Headset,Jabra EVOLVE 40 UC MONO USB Headset 6393-829-209,,,72.85,95.00
valid,true_positive_high_score,35589885#96929485,1,1.0,1,TP,"APC Smart-UPS RT - USV - 19\""-Rack montierbar - 230 V",BỘ LƯU ĐIỆN UPS APC SURT20KRMXLI 20KVA,,APC,12351.33,205000000
valid,true_positive_high_score,58786972#46197341,1,0.9982281441825804,1,TP,Razer Ornata Chroma Gaming Keyboard,"Tastatura Razer Ornata Chroma â€“ Multi-color Membrane Gaming Keyboard - US Layout, Wired USB Connection, Razer Mecha-Membrane Technology, Mid-height keycaps, Razer Chroma backlighting, Ergonomic wris",,,199.95,851.82
test,true_positive_high_score,196253#6175893,1,0.9981620572663652,1,TP,Tissot Le Locle T006.207.11.038.00,Đồng hồ Tissot T006.207.11.038.00,,,423.00,18140000
valid,true_positive_high_score,29732271#89895212,1,0.9975414935731608,1,TP,"Cooler Master Hyper H411R CPU Cooler with 92mm White LED PWM Fan, 4 Heat Pipes / Direct Contact / Aluminum Fins Intel: LGA 2066 / 2011-3 / 2011/1200/ 1151 /1150 /1155 /1156 / 1366 / 775, AMD AM4 / AM3+ / AM3 / AM2+ / AM2 / FM2+ / FM2 / FM1",Cooler Master CPU Cooler Hyper H411R,,,45,79
test,true_positive_high_score,55154351#51848095,1,0.9964832420073576,1,TP,TISSOT EVERYTIME MEDIUM T109.410.11.033.00 (T109.410.11.033.00),Tissot T109.410.11.033.00,,,260.00,20390
valid,true_positive_high_score,36012861#40412085,1,0.995381080896421,1,TP,Tissot Tradition T063.617.16.057.00,Tissot T-Classic T063.617.16.057.00 Tradition Chrono Black 42mm,,,365.55,10250000
train,true_positive_high_score,56736608#95961137,1,0.9937040990659328,1,TP,Atomos Coiled Full HDMI to Full HDMI Cable (30cm) - ATOMCAB010,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos,,29.00,22.96
valid,true_positive_high_score,6666822#46096282,1,0.9935380320111086,1,TP,Corsair K55 RGB Gaming Keyboard,CORSAIR K55 RGB Gaming Keyboard - Quiet & Satisfying LED Backlit Keys - Media Controls - Wrist Rest Included – Onboard Macro Recording | CH-9206015-NA,,,3850.00,308.00
test,true_positive_high_score,84686125#35452020,1,0.993353129113886,1,TP,"iPhone 7 Plus Lightning Connector Assembly, New, Fix Kit - Grey",iPhone 7 Plus Lightning Connector Assembly - Gray / New / Fix Kit / White / New / Fix Kit / Black / New / Fix Kit / Gray / New / Part Only / White / New / Part Only / Black / New / Part Only,,,69.99,44.99
valid,true_positive_high_score,14737778#79816290,1,0.9925773102299624,1,TP,"RAM Double U-Bolt Base with 2.25\"" Ball","RAM-D-235U - RAM Double U-Bolt Base with D Size 2.25\"" Ball for Rails from 0.75\"" to 1.25\"" in Diameter",,RAM Mounts,$64.05,
test,true_positive_high_score,32359565#19898746,1,0.992116274297723,1,TP,SEATTLE MARINERS THE LEAGUE 9FORTY ADJUSTABLE,New Era Curved Brim 9FORTY The League Seattle Mariners MLB Navy Blue Adjustable Cap,,,24.99,24.95
valid,true_positive_high_score,45988376#67275979,1,0.9915427834628758,1,TP,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,Brother MFC-L2710DW - multifunction printer - B/W,,,$249.99,199.99
train,true_positive_high_score,43289949#78234939,1,0.9914476209288344,1,TP,MikroTik RouterBOARD Cloud Core Router CCR1036-12G-4S-EM,Mikrotik Cloud Core Router CCR1036-12G-4S-EM Extended Memory,MikroTik,,1140.72,4417.212901
train,true_positive_high_score,67646392#31276154,1,0.9914331680056804,1,TP,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,,Shimano,559.0,339.99
valid,true_positive_high_score,10214898#18529215,1,0.9914170416860304,1,TP,Swiss Military Hanowa Flagship 06-5161.2.04.007,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Men's Watch,,,1895.00,181.00
train,true_positive_high_score,95961137#67669854,1,0.9911785281036416,1,TP,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos Atomos coiled full HDMI to full HDMI cable (30-45cm),,Atomos,22.96,22.95
test,true_positive_high_score,653566#29009865,1,0.991011690976089,1,TP,Tissot Mens T-Race Cycling Light Blue Watch T111.417.37.441.05,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,Tissot,,377.65,11820000
valid,true_positive_high_score,49816210#73760575,1,0.990852662964298,1,TP,Gorro New Era Oakland Raiders HM Knitted Cap,Bonnet New Era Oakland Raiders HM Knitted Cap,,,3.19E1,3.19E1
valid,true_positive_high_score,30007794#77755482,1,0.9906930184904058,1,TP,Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433,Canon PGI-72 PBK/GY/PM/PC/CO 5 Ink Cartridge Multipack,,,55.99,679.99
test,true_positive_high_score,12338419#2088770,1,0.9888861382272752,1,TP,"WS-C3650-8X24UQ-LCisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base","Cisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base",,,3.58,
train,true_positive_high_score,2965203#64197093,1,0.9886563214804192,1,TP,APC Smart-UPS RT 192V RM Battery Pack,"APC Smart-UPS RT RM battery pack, Extended-Run, 192V bus voltage, Rack 6U, compatible with Smart-UPS RT RM 15 -20kVA, Black (SURT192RMXLBP2)",,,23449.00,278450
valid,true_positive_high_score,91573353#51362158,1,0.986803655732518,1,TP,Jacket New Era nfl new england patriots bomber,Bunda New Era nfl new england patriots bomber,,,1.199E2,1.199E2
valid,true_positive_high_score,27584246#56852351,1,0.986784447146282,1,TP,Kyocera toner TK-3100 (1T02MS0NL0),Kyocera TK-3100 Black Toner Cartridge,Kyocera,,104.90,96.73
valid,true_positive_high_score,67761649#25036871,1,0.9865786140053794,1,TP,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Mens Watch,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Men's Watch,,,450,624.00
train,true_positive_high_score,18649931#69398766,1,0.9864702640923644,1,TP,Kappe New Era Clean Trucker Chicago Bulls Cap,Cap New Era Clean Trucker Chicago Bulls Cap,,,2.59E1,2.59E1
