split,error_type,pair_id,label,neural_score,neural_pred,left_title,right_title,left_brand,right_brand,left_price,right_price,title_similarity
valid,true_positive,45988376#67275979,1,0.9915427834628758,1,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,Brother MFC-L2710DW - multifunction printer - B/W,,,$249.99,199.99,0.43333333333333335
train,true_positive,43289949#78234939,1,0.9914476209288344,1,MikroTik RouterBOARD Cloud Core Router CCR1036-12G-4S-EM,Mikrotik Cloud Core Router CCR1036-12G-4S-EM Extended Memory,MikroTik,,1140.72,4417.212901,0.7692307692307692
train,true_positive,67646392#31276154,1,0.9914331680056805,1,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,Shimano Shimano Cs-R9100 Cassette 11-25 Dura-Ace 11-Speed,,Shimano,559.0,339.99,0.5333333333333333
valid,true_positive,10214898#18529215,1,0.9914170416860303,1,Swiss Military Hanowa Flagship 06-5161.2.04.007,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Men's Watch,,,1895.00,181.00,0.8941176470588235
train,true_positive,95961137#67669854,1,0.9911785281036416,1,Atomos ATOMCAB010 Coiled Full HDMI to Full HDMI Cable,Atomos Atomos coiled full HDMI to full HDMI cable (30-45cm),,Atomos,22.96,22.95,0.7294117647058823
test,true_positive,653566#29009865,1,0.991011690976089,1,Tissot Mens T-Race Cycling Light Blue Watch T111.417.37.441.05,Tissot T111.417.37.441.05 T-Race Cycling Chronograph Black PVD 44mm,Tissot,,377.65,11820000,0.7843137254901962
valid,true_positive,49816210#73760575,1,0.990852662964298,1,Gorro New Era Oakland Raiders HM Knitted Cap,Bonnet New Era Oakland Raiders HM Knitted Cap,,,3.19E1,3.19E1,0.926829268292683
valid,true_positive,30007794#77755482,1,0.9906930184904058,1,Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433,Canon PGI-72 PBK/GY/PM/PC/CO 5 Ink Cartridge Multipack,,,55.99,679.99,0.9811320754716981
test,true_positive,12338419#2088770,1,0.9888861382272752,1,"WS-C3650-8X24UQ-LCisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base","Cisco Catalyst 3650 24 Port mGig, 4x10G Uplink, LAN Base",,,3.58,,0.9433962264150944
train,true_positive,2965203#64197093,1,0.9886563214804192,1,APC Smart-UPS RT 192V RM Battery Pack,"APC Smart-UPS RT RM battery pack, Extended-Run, 192V bus voltage, Rack 6U, compatible with Smart-UPS RT RM 15 -20kVA, Black (SURT192RMXLBP2)",,,23449.00,278450,0.7868852459016393
valid,true_positive,91573353#51362158,1,0.986803655732518,1,Jacket New Era nfl new england patriots bomber,Bunda New Era nfl new england patriots bomber,,,1.199E2,1.199E2,0.9285714285714286
valid,true_positive,27584246#56852351,1,0.986784447146282,1,Kyocera toner TK-3100 (1T02MS0NL0),Kyocera TK-3100 Black Toner Cartridge,Kyocera,,104.90,96.73,0.619718309859155
valid,true_positive,67761649#25036871,1,0.9865786140053794,1,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Mens Watch,Seiko Presage Automatic Zen Garden SRPD41 SRPD41J1 SRPD41J Japan Made Men's Watch,,,450,624.00,0.9937888198757764
train,true_positive,18649931#69398766,1,0.9864702640923643,1,Kappe New Era Clean Trucker Chicago Bulls Cap,Cap New Era Clean Trucker Chicago Bulls Cap,,,2.59E1,2.59E1,1.0
train,true_positive,26727944#20702772,1,0.9864363178967821,1,"SRAM SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp, Black","SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp, Black",SRAM,,42.00,42.00,1.0
train,true_positive,60706564#22000442,1,0.9857409754211867,1,Benq Monitor 27 SW271 LED 5ms/QHD/IPS/HDMI/DP/USB,Monitor 27 SW271 LED 5ms/QHD/IPS/HDMI/DP/USB,,,5558.47,5697.05,1.0
train,true_positive,78135307#56475885,1,0.9856517401838613,1,Cap New Era NFL New Orleans Saints 9Fifty Cap,Kappe New Era NFL New Orleans Saints 9Fifty Cap,,,3.99E1,3.99E1,1.0
valid,true_positive,81962548#4542785,1,0.9856151355413864,1,Atomos ATOM-CAB010 Full To Full Hdmi Coiled Cable,Atomos Cable - Full HDMI 30cm,,,32.99,29.00,0.7391304347826088
test,true_positive,36026562#43758464,1,0.9855965036842909,1,Cable Belkin DuraTek Lightning a USB - Oro,Belkin MIXIT DuraTek Lightning to USB Cable - Lightning-kabel - Lightning USB 2.0 - 1.22 m,Belkin,,89000,,0.923076923076923
valid,true_positive,89817886#57141050,1,0.9854721432478976,1,Tissot Expert Solar Watch T0914204605101,Tissot T-Touch Expert Solar Men's Watch - T0914204605101,,Tissot,1150,960.00,1.0
train,true_positive,27484833#32412614,1,0.9851033295099944,1,SWITCH CISCO WS-C3560CX-12PC-S,WS-C3560CX-12PC-S Cisco Catalyst 3560CX Network Switch (New),,,4112.12,861.00,0.7234042553191489
valid,true_positive,84550965#91705133,1,0.9850603408780357,1,Evolis Zenius & Primacy Black Printer Ribbon RCT023NAA,Evolis Primacy Zenius Ribbon Black RCT023NAA,,,19.95,18.45,1.0
test,true_positive,56698149#50987480,1,0.9844648548973189,1,Epson Ultra Glossy Photo Paper,Epson A4 300gsm Ultra Glossy Photo Paper - 15 sheets,Epson,,2150,19.49,1.0
train,true_positive,8921864#6635856,1,0.9841598325628858,1,ASUS ROG STRIX B550-F GAMING,ASUS ROG Strix B550-F Gaming AMD AM4 (3rd Gen Ryzen™) ATX gaming motherboard (PCIe 4.0 2.5Gb LAN BIOS FlashBack HDMI 2.1 Addressable Gen 2 RGB header and AURA Sync) - ASUS Official Store | Free Shipping and Financing Available,,ASUS,959,189.99,0.6976744186046511
train,true_positive,2965203#47967449,1,0.9835991532931263,1,APC Smart-UPS RT 192V RM Battery Pack,APC Smart-UPS RT 192V RM Battery Pack Battery enclosure,,,23449.00,4229.00,1.0
valid,true_positive,28877164#416796,1,0.9833233597410517,1,Cappello New Era NFL New Orleans Saints 9Fifty Cap,Gorra New Era NFL New Orleans Saints 9Fifty Cap,,,3.99E1,3.99E1,0.925
train,true_positive,29012618#20702772,1,0.9831405826658983,1,SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp,"SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp, Black",QBP,,42.0,42.00,0.9454545454545454
train,true_positive,34370737#94617064,1,0.9828603755669159,1,Catalyst 2960 48 10/100 Ports + 2 1000BT LAN Base Image,Cisco Catalyst WS-C2960-48TT-L 2960 48 10/100 + 2 1000BT LAN Base Image,CISCO,,€ 5313.02,890.00,0.9423076923076923
valid,true_positive,8482438#5062948,1,0.9826678820254611,1,"Life Extension Super Ubiquinol COQ10 with Enhanced Mitochondrial Support 100 mg, 60 Count","Life Extension, Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support, 100 mg, 60 Softgels",,,46.50,2297.17,0.8961748633879781
valid,true_positive,53299737#65414283,1,0.982199037119051,1,"Johnnie Walker Blue Label Premium Scotch Whisky 40% vol. 0,7l",Johnnie Walker Blue Label Whisky 700ml,,,155.82,249.99,0.9142857142857143
train,true_positive,37848549#35590985,1,0.9817647448743725,1,Ernie Ball Hybrid Slinky 9-46 Electric Guitar Strings,Ernie Ball 2222 Hybrid Slinky Electric Guitar Strings 9-46,,Ernie Ball,7.99,11.49,1.0
train,true_positive,22486315#47977823,1,0.9816799809145367,1,Canon PGI-72 PBK/GY/PM/PC/CO Multipack - ink tank - 5 Inks,CANON PGI-72 PBK/GY/PM/PC/CO Multi Pack,,,51.37,,0.7213114754098361
valid,true_positive,20525609#41980780,1,0.9813107785866492,1,Ernie Ball 2222 Hybrid Slinky Nickel Wound Electric Guitar 6 String 9-46,Ernie Ball 2222 Electric Guitar Strings - Hybrid Slinky Nickel Wound - 9-46,,,5.49E0,5.99,0.9793103448275862
valid,true_positive,30102088#75962303,1,0.9810011630022525,1,Zebra 800015-101 Black Monochrome Ribbon - 1000 Prints,"Zebra C Series Black Monochrome Ribbon For P3xx, P4xx, P5xx printers - 1000 prints (800015-101)",,,9.54,20.00,0.8
valid,true_positive,6489894#12520296,1,0.9808957760402245,1,APPLE - WATCH MAGNETIC CHARGING CABLE 1 M ACCS,Apple Watch Magnetic Charging Cable (1 m),,,673.00,,0.25287356321839083
train,true_positive,11858288#206952,1,0.9807338653623034,1,Casquette New Era NY Yankees MLB 9Fifty Cap,Cap New Era NY Yankees MLB 9Fifty Cap,,,3.19E1,3.19E1,1.0
test,true_positive,25351062#45858702,1,0.9806853287944637,1,iPhone 4S Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni,iPhone 4S Screen - New / Fix Kit / Black / новое / New / Fix Kit / White / новое / New / Part Only / Black / новое / New / Part Only / White / новое,,,39.99,39.99,0.9557522123893806
train,true_positive,34471783#37251882,1,0.9805491740283954,1,Canon Pro Platinum Photo Paper 20Sh,"Canon PT-101 4""X6"" Photo Paper Pro Platinum (20 sheets)",,Canon,11.99,14.90,0.923076923076923
valid,true_positive,66718913#63697794,1,0.9804572131424591,1,Samsung Portable SSD T7 2TB,Samsung Dysk SSD Portable T7 2TB USB 3.2 GEN.2 BLUE,,,739.92,1652.99,1.0
train,true_negative,74938837#40769172,0,0.005843648189471249,0,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support™,GPSMAP® 66s Multisatellite handheld with sensors,,,13.50,399.99,0.339622641509434
valid,true_negative,89399226#52332060,0,0.006347478606482915,0,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 50 mg,Daniel Wellington Classic St. Andrews Watch | Rose Gold 40mm,Life Extension,Daniel Wellington,15.00,229.00,0.32520325203252026
test,true_negative,19129911#81258259,0,0.00929519527088812,0,HyperX FURY Memory Black 16GB - PC4-21328 - DIMM,Swiss Military Hanowa06-5227.04.007 Airborne Uhr,Kingston,Swiss Military Hanowa,78.00,244.95,0.19148936170212763
train,true_negative,99055#6800809,0,0.009868750428395278,0,Sony Sony SEL 35mm f/2.8 FE Full Frame,Swiss Military Hanowa06-4226.30.003.03 Immersion Uhr,Sony,Swiss Military Hanowa,749.00,244.95,0.2117647058823529
train,true_negative,5015131#82269040,0,0.009907134181905664,0,DJI Mavic Mini - Fly More Bundle - NEW,ASUS M/B ROG STRIX X570-F GAMING,DJI,,599.95,1.22E3,0.20588235294117652
train,true_negative,62287971#66264990,0,0.01014656462408079,0,"Western Digital (WDC) 250GB 2.5\"" SATA SSD Blue 7mm Cased",Swiss Military Hanowa06-5161.2.04.007 Flagship Uhr,Western Digital (WDC),Swiss Military Hanowa,95.59,249.00,0.2616822429906541
train,true_negative,84877982#66806426,0,0.010730861824802065,0,Shimano Dura-Ace Cassette CS-R9100 11-28t,RAM Long Clamp RAM Standard Balls(RAM-201U-D),SHIMANO,RAM,325.00,72.00,0.2926829268292683
train,true_negative,51894879#24534092,0,0.011126337612449164,0,"D'Addario D'Addario EJ11 80/20 Bronze Acoustic Guitar Strings, Light, 12-53","Maxxis Assegai Tire - 29 x 2.5, Folding, Tubeless, Black, 3C Maxx Grip, DD, Wide Trail",D'Addario,Maxxis,8.99,90.00,0.3311258278145695
test,true_negative,93283940#16852878,0,0.011702719167720475,0,D7500 18-140mm VR Lens Kit,Brother HL-5140 1-Drum Unit,,,1299.95,229.57,0.339622641509434
train,true_negative,35930374#88912520,0,0.011730830405474436,0,Traveler's Company 008. ZIPPERFILE MIDORI TRAVELER'S NOTEBOOK,Power bank de 20000mah polímero de litiotl-pb20000/ tl-pb20000,Traveler's Company,Tplink,7.00,463.22,0.2166666666666667
train,true_negative,17681625#40616484,0,0.012015847051063604,0,HP printer Color LaserJet Professional CP5225dn (CE712A#B19),Brother printer HL-L5200DW (HLL5200DWG1),HP,Brother,1403.60,252.89,0.36
train,true_negative,48742674#60573676,0,0.012097274609237128,0,Daniel WellingtonDW00100150 Classic Cornwall watch,"Dymo Rhino White Vinyl Tape - 12mm, Black Text (p/n: 18444)",Daniel Wellington,Dymo Rhino,89.76,11.98,0.27522935779816504
test,true_negative,72312724#94294184,0,0.012319551349331275,0,Raymond Weil Mens Toccata Leather Strap Watch 5485-STC-00300,SRAM PG820 Cassette - 8 speed 11-32T Black,Raymond Weil,SRAM,564.95,14.99,0.25490196078431365
train,true_negative,19467145#36295476,0,0.012355369287961295,0,"Ram Mounts RAM Long Length Double Socket Arm for B Size 1\"" Balls",Corsair ML140 Magnetic Levitation 140mm Case Fan - Twin Pack,,Corsair,2.049E1,44.99,0.368
valid,true_negative,13329848#9513553,0,0.012445586520327677,0,Daniel Wellington St Mawes Classic DW00100006,Seagate Ironwolf Pro 6TB (ST6000NE000),,,,,0.3855421686746988
train,true_negative,5717009#54992750,0,0.012753960389745083,0,Jabra BIZ2300 2399-823-109 DUO USB Headset MS,FUJIFILM XF23/1.4 XF 23mm f/1.4 R,Jabra,FUJIFILM,160.0,0.0,0.20512820512820512
train,true_negative,12109505#36070372,0,0.012895346523315704,0,"RAM Mount Torque™ 3/4"" - 1"" Diameter Handlebar/Rail Base with 1"" Ball and X-Grip®",Corsair Vengeance LPX Black 16GB (1x16GB) DDR4 PC4-19200 2400MHz Single Module,RAM Mount,268,74.95,,0.3205128205128206
valid,true_negative,7068563#33722688,0,0.01289980366810725,0,CANON PFI-107 ink cartridge cyan,RAM B-224-1 Suction Base and Ball,CANON,Ram Mounts,418.40,19.20,0.3076923076923077
train,true_negative,58599683#40158082,0,0.012982629926625336,0,Swiss Military Hanowa Immersion 06-4226.30.003.03,ASUS ROG STRIX B550-E GAMING,SWISS MILITARY HANOWA,ASUS,9847.0000,257.99,0.18181818181818188
train,true_negative,93146764#27212721,0,0.013030517560605092,0,"RAM Mount 1\"" Ball with 2.5\"" Round Base",PH-1.2 P-handle hex wrench set 2-10mm,RAM Mount,Park Tool,20.00,756.59,0.2857142857142857
valid,true_negative,87426005#3777655,0,0.013247243933837314,0,Fujifilm Instax Square Film ( Black Frame 10's ),Logitech G402 Gaming Mouse USB Siyah 910-004068,FUJIFILM,LOGITECH,55.0,,0.27368421052631575
train,true_negative,2952392#62296316,0,0.013586599042014823,0,Carbide 175R RGB Windowed Mid-Tower Case Tempered Glass,Gigabyte GeForce RTX 2080 Ti WINDFORCE 11GB GDDR6 GeForce,Corsair,Gigabyte,69.90,,0.2884615384615384
train,true_negative,66496566#34370737,0,0.013680282606304389,0,"iiyama 23 \"" LED XU2390HS-B1 5 ms, 1920 x 1080 pixels, Black",Catalyst 2960 48 10/100 Ports + 2 1000BT LAN Base Image,iiyama,CISCO,,€ 5313.02,0.34782608695652173
train,true_negative,8499589#56475885,0,0.014010015213887329,0,Daniel Wellington Sheffield Classic DW00100036,Kappe New Era NFL New Orleans Saints 9Fifty Cap,,,,3.99E1,0.2921348314606742
train,true_negative,21683323#72600552,0,0.014057392629886497,0,Montre Seiko SRPA21K1 Prospex Padi edition,Casquette New Era NY Yankees 39Thirty Cap,,,449,2.59E1,0.26506024096385544
train,true_negative,4541509#8500749,0,0.0142166932862007,0,Jabra Evolve 20 UC Stereo Headset,Corsair Crystal 570X RGB ATX Mid-Tower Computer Case - White,Jabra,Corsair,$55.00,194.99,0.32258064516129037
train,true_negative,19480396#91975856,0,0.014283561511258843,0,Sandisk 64GBExtreme Pro CFast 2.0 Card,BenQ SW2700PT Pro 27in IPS QHD LCD Monitor,,,119.99,609.0,0.35
train,true_negative,18252855#16202611,0,0.014315724400313552,0,SanDisk Extreme PRO USB 3.1 Solid State Flash Drive 128GB,Swiss Military Hanowa06-4307.30.007 Undercover Multifunction Watch,SanDisk,Swiss Military Hanowa,52.39,160.00,0.2764227642276423
test,true_negative,63634340#21688304,0,0.014432519803446734,0,"Zebra Black Monochrome Ribbon - K - 1,000 prints",Venturesafe G3 25 Rucksack 14″ Ripstop-Nylon schwarz,zebra,Pacsafe,,83.9,0.2857142857142857
train,true_negative,16111692#62894191,0,0.014644028644593627,0,APC Smart-UPS 1000VA LCD 230V SMT1000I - SMT1000I,Oakley Jawbreaker Black Prizm OO9290 20 131-0,APC by Schneider Electric,Oakley,7150,,0.2823529411764706
valid,true_negative,35443269#61647965,0,0.014686880846093688,0,iPhone 4 Replacement Battery - Fix Kit / Yeni / Part Only / Yeni,Omega Railmaster Denim Co-Axial Master Chronometer NATO Strap,,Omega,14.99,4900,0.32758620689655177
test,true_negative,62262769#52499440,0,0.014813147188045293,0,"D'Addario D'Addario EXL120-7 Nickel Wound 7-String Electric Guitar Strings, Super Light, 09-54",Luminor Marina 1950 3 Days Stainless Steel Automatic,D'Addario,Pre-Owned Panerai,7.99,6000.00,0.36764705882352944
test,true_negative,69644238#63355235,0,0.014931265292278999,0,JABRA EVOLVE 20 MS MONO NC MON,D'Addario: Nickle Bronze (11-52),,,56.080,11.50,0.19354838709677424
test,true_negative,18682580#66204747,0,0.015011314560329414,0,Grand Prix 4-Season Duraskin 700c Bike Tire,Shimano Alfine CT-S500 Chain Tensioner (Black),,Shimano,7.995E1,23.99,0.35955056179775285
train,true_negative,95282914#56475885,0,0.015261374839627,0,Jabra Evolve 80 UC stereo SKype for Business,Kappe New Era NFL New Orleans Saints 9Fifty Cap,Jabra,,"€ 230,35",3.99E1,0.32183908045977005
train,true_negative,21576898#59471113,0,0.015279009080043487,0,Manfrotto Stativ Video Set MVH500A + MVT502AM + Tasche,"Cooler Master MasterFan MF121L RGB Computer behuizing Ventilator 12 cm Zwart, Transparant",Manfrotto,CoolerMaster,456.23,7.36,0.2836879432624113
test,true_negative,19140046#48327523,0,0.01568298400625718,0,135mm f/2.0L USM Telephoto Lens for Canon SLR Cameras 2520A004,"Continental Continental Grand Prix 5000 Tire - 700 x 25, Clincher, Folding, Black, 330tpi",Canon,Continental,999.00,79.95,0.3165467625899281
train,true_negative,2122858#54853495,0,0.015866540990029956,0,"Reifen Maxxis 27,5x2.35 Ardent Race",Originlny toner OKI 44992402 (iern),Maxxis,Znaka: Originlne,47.70,79.9,0.2
train,true_negative,40886103#53072167,0,0.015905400154282125,0,Apple Apple MacBook Charger 60W MagSafe 2 Power Adapter - A1435 (MD565LL/A),Crystal Series 460X RGB Compact ATX Mid-Tower Case - CC-9011101-WW,Apple,Corsair,59.99,178.56,0.3407407407407408
train,true_negative,74525970#34370737,0,0.016068549241375428,0,Cle Usb KINGSTON 16GB DT MicroDuo USB 3.0 micro USB OTG,Catalyst 2960 48 10/100 Ports + 2 1000BT LAN Base Image,KINGSTON,CISCO,7.99,€ 5313.02,0.2641509433962264
train,true_negative,78756231#21576898,0,0.01623836670954383,0,KINGSTON 8GB 1600MHz DDR3 CL10 DIMM HyperX Fury Series,Manfrotto Stativ Video Set MVH500A + MVT502AM + Tasche,Kingston,Manfrotto,40.78,456.23,0.3018867924528301
valid,true_negative,84115326#13829035,0,0.016327475753434424,0,Epson GF Stylus Photo 11880 Cartucho Negro claro,Watercooling COOLER MASTER ML120R RGB (addressable),,COOLER MASTER,283.28157,101.99,0.2424242424242425
train,true_negative,24366661#25663432,0,0.016421399426719337,0,Daniel WellingtonDW00100036 Classic Sheffield watch,Razer Viper Chroma Optical Ambidextrous Gaming Mouse,Daniel Wellington,Razer,94.40,79.99,0.2330097087378641
train,true_negative,36155438#31147017,0,0.016421892378211237,0,Logitech BRIO 4K Stream Edition Webcam with FREE XSplit Software,Intel Core i3 8300 3.7GHz 8th Gen Coffee Lake Processor/CPU Retail,Logitech,Intel,208.99,191.22,0.3076923076923077
valid,true_negative,76663119#51766259,0,0.01666332778263303,0,BIZ 2300 USB DuoMicrosoft optimized,"HDD: 10 Tb (3.5\"") 7200 Seagate IronWolf SATA III 256Mb (ST10000VN0008)",Jabra,Seagate,,,0.28301886792452835
valid,true_negative,28830600#41132816,0,0.016670122105000438,0,Swiss Military Hanowa Undercover Multifunction Horloge,"Maxxis Maxxis Highroller 2 Tire, 27.5 x 2.5\"" 3C EXO TR",,Maxxis,,75.00,0.25490196078431365
test,true_negative,75400332#80750554,0,0.016679392453539058,0,Carl Zeiss Zeiss Batis 135mm f/2.8 Lens for Sony E Mount,Smok V12 Prince Dual Mesh 3pk,Carl Zeiss,Smok,1699.99,17.99,0.3544303797468355
valid,true_negative,70833173#30738101,0,0.016773687211947268,0,"HDD: 4 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 128Mb (ST4000NE001)",Ubiquiti EdgeSwitch ES-16-150W 16xGB 2xSFP – Switch,Seagate,UBIQUITI,,323.00,0.22764227642276424
test,true_negative,35879679#28797890,0,0.016863296661104372,0,Aspire Aspire Nautilus BVC Coils,Shimano BR-M8120 XT 4-Piston Disc Brakes - Rear Brake (1700mm),Aspire,Shimano,14.95,209.99,0.25287356321839083
valid,true_negative,22020294#51909448,0,0.01688605229655845,0,Oakley Sunglasses Jawbreaker OO9290-20 Matt Black Prizm Road,Shimano Shimano PD-R7000 105 SPD-SL PEDAL W/O REFLECTOR W/CLEAT,,Shimano,1.3999E2,149.99,0.19130434782608702
train,borderline,64715021#43951434,0,0.6600302654823056,1,HIKVISION DS-7204HQHI-K1 2MP TVI 4 CHANNEL TURBO 4.0 DVR,"HIK 8-CH TURBO 4.0 DVR, DS-7208HQHI-K1",,,72.00,0.00,0.7234042553191489
test,borderline,172054#17058930,0,0.6600498891087986,1,"250 Rounds of 2-3/4\"" 1-1/8 ounce #7-1/2 shot 12ga Ammo by Estate Cartridge",250 Rounds of 1 ounce #8 shot 12ga Ammo by Winchester,,,60,72.95,0.8222222222222223
train,borderline,31803140#23279983,0,0.6599254755071862,0,Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14),Corsair Vengeance LPX 16GB (2x8GB) 2133MHz CL13 DDR4,,Corsair,23375,89,0.746987951807229
test,borderline,45135716#26953619,1,0.6600780471553421,1,7kg Fisher & Paykel Vented Dryer,Fisher & Paykel DE7060G1 7kg Vented Dryer,,,,439,1.0
valid,borderline,70291557#95592561,0,0.6600794863417272,1,Kingston Canvas Select Plus SDHC Memory Card UHS-I 4K FULL HD 100MB/s - 32GB,Kingston Canvas Select Class 10 Micro SD Card - 32GB,Kingston,Kingston,,19.99,0.7906976744186046
train,borderline,41256110#29412990,0,0.6599088220858264,0,LaCie 5TB HDD External Mobile Drive - Moon Silver,LaCie Mobile Drive USB-C Moon Silver 4To disque dur,,,159.99,142.90,0.759493670886076
train,borderline,24085271#4541509,0,0.6597838521720756,0,Jabra Evolve 40 Duo UC USB Headset,Jabra Evolve 20 UC Stereo Headset,,Jabra,85.29,$55.00,0.8214285714285714
valid,borderline,31905472#81157886,0,0.6597232830044596,0,VENGEANCE® LPX 16GB (2 x 8GB) DDR4 DRAM 3200MHz C16 Memory Kit - Black,Corsair Vengeance Lpx 8 Gb (1x8 Gb) Ddr4 Dram Dimm 2666 M Hz Unbuffered 16 18 18 35 Black Heat Spreader 1.2 V Xmp 2.0,,Corsair,4.2E2,0.0,0.3695652173913044
train,borderline,67646392#51733905,0,0.6603930837204222,1,CS-R9100 CASSETTE 11-25 DURA-ACE 11-SPEED,Shimano Shimano Cs-R8000 Cassette 11-28t Ultegra 11-Speed,,Shimano,559.0,117.99,0.4222222222222222
valid,borderline,331049#2158913,0,0.6604495045180748,1,Dura-Ace 9100 11-Speed Cassette,Shimano Dura-Ace CS-R9100 11-28T 11sp Cassette,,Shimano,255.99,296.99,0.7083333333333333
train,borderline,24085271#23346990,0,0.6604799291761159,1,Jabra Evolve 40 Duo UC USB Headset,Jabra Evolve 20 UC Mono Corded USB Headset,,Jabra,85.29,41.99,0.8852459016393442
valid,borderline,6294216#71375609,1,0.6604852112536306,1,Tissot T-Race Chronograph Watch T1154173705100,TISSOT T-RACE CHRONOGRAPH T115.417.37.051.00 (T115.417.37.051.00),,,625.00,615.00,0.3963963963963964
train,borderline,87637930#95968974,0,0.6594631333187971,0,PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card,ASUS nVidia Super TUF3-GTX1660S-O6G-GAMING GeForce GTX1660S OC 6GB Graphics Card - 3 Fans,ASUS,,,499.00,0.6
valid,borderline,46627365#20135620,0,0.659459734445646,0,"Carbide Series 275R Tempered Glass, No PSU, ATX, White, Mid Tower Case","Cooler Master MasterCase H500 ARGB Iron Grey ATX Case, Tempered Glass Window, NO PSU, 2x USB 3.0, 2x USB 2.0, HD Audio, ARGB Controller, includes 2x 200mm ARGB / 1x 120mm Black Fan, Interchangeable Front Panels",,,125.17,169.00,0.3769230769230769
test,borderline,17447786#9563912,1,0.660626692334741,1,Zebra ZXP 8 Laminate 1.0 mil Clear Bottom 800084-918,Zebra 800084-918 Overlaminate Ribbon 625 Images,,,114.24,76.8,0.6262626262626262
valid,borderline,21556335#45840265,0,0.660661895960967,1,Zebra 800033-801 Black Monochrome Ribbon for ZXP Series 3 Printers - 1000 Prints,"Zebra 800011-101 Black Monochrome Ribbon - K - 1,000 prints",,,18.13,27,0.7445255474452555
train,borderline,20898202#53951521,0,0.6593298217227388,0,"SanDisk 480GB SSD Plus SATA III 2.5\"" Internal SSD",120GB Plus SSD Drive SATA III,,SanDisk,78.99,27.50,0.7391304347826088
train,borderline,18599997#63396450,1,0.660744536662845,1,3M - PF230W9F Framed Privacy Filter for 23.0in Widescreen Monitor,Privacy filter 23 Wide - Flex,,3M,203.68,595,0.5106382978723404
test,borderline,40458528#8035591,0,0.6608095279196741,1,Nikon EN-EL23 Rechargeable Li-ion Battery for P600/610 and P900,FENIX ARE-A4 Multifunctional Smart Battery Charger for Popular Rechargeable Batteries,,FENIX,69.99,39.95,0.5517241379310345
train,borderline,25025467#77373298,1,0.6591563914793854,0,Maxxis High Roller II 27.5 x 2.5 Wide Trail 3C Maxx Terra EXO/TR Folding Mountainbike Tyre,"Maxxis Maxxis, High Roller II, Tire, 27.5''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black",Maxxis,Maxxis,£48.00,102.00,0.6985645933014354
train,borderline,74103125#85384846,1,0.6590996989478305,0,"ELEKTRO GTAR TEL SET, MEDIUM/HEAVY BOTTOM, NI",D'ADDARIO NYXL MED TOP/HVY BOTTOM 11/52 ELECTRIC STRINGS,DADDARIO,,109.61,25.99,0.4554455445544554
train,borderline,457768#77996967,0,0.6609272223607906,1,"Seagate IronWolf 6TB 3.5"" NAS HDD",12TB - Seagate IronWolf NAS 7200RPM - ST12000VN0008,,,0,309.8,0.7547169811320755
test,borderline,21436544#88491960,0,0.6609471679494205,1,Manfrotto MK055XPRO3-BHQ2 Tripod Kit w/ Ball Head,Manfrotto MK190X3-3W1 Aluminium Tripod with 804 Mk II head,,,429.99,179.00,0.5233644859813085
train,borderline,66446445#32611065,0,0.6590095542727221,0,"Genuine OKI 43865724 Black Toner Cartridge (8,000 Pages) for OKI C5850, C5950, MC560 Printers",Lexmark X945X2KG Black Toner Cartridge Genuine,OKI,,146.93,282.25,0.7733333333333333
train,borderline,81056179#14537538,1,0.6590079575410783,0,Diver 300M 42mm TITANIUM TANTALUM SEDNA GOLD ON TITANIUM TANTALUM SEDNA GOLD 210.60.42.20.99.001,Seamaster Diver 300m Limited Edition Titanium and 18ct Sedna Gold Automatic Men’s Watch,,,53072,11120,0.2857142857142857
train,borderline,98066391#82269040,1,0.661018728996479,1,ASUS Scheda Madre ROG STRIX X570-F GAMING AMD,ASUS M/B ROG STRIX X570-F GAMING,,,"€ 336,00",1.22E3,0.9333333333333332
